,adjustedPval,spatially_variable
gene_0,1.51600159187831e-52,1
gene_1,4.5583350926906e-184,1
gene_2,2.89260614127744e-109,1
gene_3,6.55224784090867e-13,1
gene_4,1.00774748244605e-73,1
gene_5,5.24677223630973e-58,1
gene_6,2.59359050471179e-71,1
gene_7,1.28992674048866e-61,1
gene_8,1.2899165906918e-33,1
gene_9,5.26797454375179e-14,1
gene_10,6.54098999934681e-11,1
gene_11,8.58964759688021e-102,1
gene_12,2.70564133291933e-12,1
gene_13,3.06714969833363e-60,1
gene_14,8.30809172778109e-198,1
gene_15,9.38151370839426e-39,1
gene_16,2.22977699107542e-222,1
gene_17,9.6464984292965e-11,1
gene_18,5.39227496744646e-53,1
gene_19,9.4280135483493e-78,1
gene_20,8.92393244665001e-157,1
gene_21,3.90342663804068e-93,1
gene_22,5.95992869631652e-132,1
gene_23,4.3992874229066e-08,1
gene_24,5.52897419001125e-123,1
gene_25,6.8376178825296e-15,1
gene_26,8.35629369991893e-190,1
gene_27,1.2212627330056e-154,1
gene_28,1.81650336166537e-102,1
gene_29,4.97591026499066e-161,1
gene_30,1.27520880632941e-63,1
gene_31,1.66369841595672e-152,1
gene_32,5.33975808116918e-287,1
gene_33,1.30989407331684e-82,1
gene_34,1.04479202696368e-264,1
gene_35,2.18554329624903e-108,1
gene_36,1.79324533610716e-37,1
gene_37,2.6887930609591e-88,1
gene_38,9.41734076687299e-241,1
gene_39,8.91611685503557e-83,1
gene_40,1.47381359447864e-69,1
gene_41,1.89434008931897e-23,1
gene_42,3.86923608941499e-196,1
gene_43,1.31139036071586e-178,1
gene_44,4.84757587427661e-17,1
gene_45,3.92929755582712e-97,1
gene_46,1.78098622429534e-106,1
gene_47,3.70450574418543e-300,1
gene_48,1.83765360510428e-19,1
gene_49,3.52482555612943e-62,1
gene_50,1,0
gene_51,1,0
gene_52,1,0
gene_53,1,0
gene_54,0.0309139683370817,0
gene_55,1,0
gene_56,1,0
gene_57,1,0
gene_58,1,0
gene_59,1,0
gene_60,1,0
gene_61,1,0
gene_62,1,0
gene_63,1,0
gene_64,1,0
gene_65,1,0
gene_66,1,0
gene_67,1,0
gene_68,1,0
gene_69,1,0
gene_70,1,0
gene_71,1,0
gene_72,1,0
gene_73,1,0
gene_74,1,0
gene_75,1,0
gene_76,1,0
gene_77,1,0
gene_78,1,0
gene_79,1,0
gene_80,1,0
gene_81,1,0
gene_82,1,0
gene_83,1,0
gene_84,1,0
gene_85,1,0
gene_86,1,0
gene_87,0.49545393632638,0
gene_88,1,0
gene_89,1,0
gene_90,1,0
gene_91,1,0
gene_92,1,0
gene_93,1,0
gene_94,1,0
gene_95,1,0
gene_96,1,0
gene_97,1,0
gene_98,1,0
gene_99,1,0
gene_100,1,0
gene_101,1,0
gene_102,1,0
gene_103,1,0
gene_104,1,0
gene_105,0.521837018332163,0
gene_106,1,0
gene_107,1,0
