,adjustedPval,spatially_variable
gene_0,8.58318835301565e-238,1
gene_1,8.05053391625926e-57,1
gene_2,5.59362088203198e-66,1
gene_3,7.8523607137855e-87,1
gene_4,2.94875134441138e-68,1
gene_5,1.35605698466266e-50,1
gene_6,7.33462844268025e-79,1
gene_7,9.08331316774081e-41,1
gene_8,1.2011400919098e-177,1
gene_9,1.46184208062451e-129,1
gene_10,1.12254391843729e-38,1
gene_11,3.73983076805524e-90,1
gene_12,3.63622786667225e-64,1
gene_13,5.81766089453335e-67,1
gene_14,9.75471244426196e-30,1
gene_15,8.35150095560213e-59,1
gene_16,8.56058529518286e-218,1
gene_17,1.66111665767213e-74,1
gene_18,1.12723248867264e-72,1
gene_19,2.13868381118477e-266,1
gene_20,1.18994208362615e-86,1
gene_21,6.8338426483764e-144,1
gene_22,5.1504267504715e-05,1
gene_23,8.60469589515627e-106,1
gene_24,1.77238181017234e-83,1
gene_25,5.59165725273314e-231,1
gene_26,1.28370299034344e-130,1
gene_27,1.52984166356465e-279,1
gene_28,2.04757186816106e-203,1
gene_29,0.00308101721318063,1
gene_30,1.77076838497994e-108,1
gene_31,1.4067631063858e-84,1
gene_32,6.41377071551233e-153,1
gene_33,5.95391253506731e-161,1
gene_34,9.34937704863958e-48,1
gene_35,4.38062972279107e-108,1
gene_36,5.09564010741802e-215,1
gene_37,9.61810009932948e-35,1
gene_38,7.22220512178241e-22,1
gene_39,1.35609712315427e-190,1
gene_40,2.74435798937056e-100,1
gene_41,1.357114336109e-149,1
gene_42,3.2034899330402e-171,1
gene_43,3.00889672593799e-36,1
gene_44,1.25227317469641e-91,1
gene_45,2.90696824250029e-136,1
gene_46,1.34706555815379e-117,1
gene_47,2.00035928817858e-22,1
gene_48,2.36255403094949e-22,1
gene_49,9.83787024409796e-247,1
gene_50,1,0
gene_51,1,0
gene_52,1,0
gene_53,1,0
gene_54,1,0
gene_55,1,0
gene_56,1,0
gene_57,1,0
gene_58,1,0
gene_59,1,0
gene_60,1,0
gene_61,1,0
gene_62,1,0
gene_63,1,0
gene_64,1,0
gene_65,1,0
gene_66,1,0
gene_67,1,0
gene_68,1,0
gene_69,1,0
gene_70,1,0
gene_71,1,0
gene_72,1,0
gene_73,1,0
gene_74,1,0
gene_75,1,0
gene_76,1,0
gene_77,1,0
gene_78,0.960515175610494,0
gene_79,1,0
gene_80,1,0
gene_81,1,0
gene_82,1,0
gene_83,1,0
gene_84,1,0
gene_85,1,0
gene_86,1,0
gene_87,1,0
gene_88,1,0
gene_89,1,0
gene_90,1,0
gene_91,0.0222272365969263,0
gene_92,1,0
gene_93,1,0
gene_94,1,0
gene_95,1,0
gene_96,1,0
gene_97,1,0
gene_98,0.447360812428625,0
gene_99,1,0
gene_100,1,0
gene_101,0.520648805264128,0
gene_102,1,0
gene_103,1,0
gene_104,1,0
gene_105,1,0
gene_106,1,0
gene_107,1,0
gene_108,0.960515175610494,0
gene_109,1,0
gene_110,1,0
gene_111,1,0
gene_112,1,0
gene_113,1,0
gene_114,1,0
gene_115,1,0
gene_116,1,0
gene_117,1,0
gene_118,1,0
gene_119,1,0
gene_120,1,0
gene_121,1,0
gene_122,1,0
gene_123,1,0
gene_124,1,0
gene_125,1,0
gene_126,1,0
gene_127,1,0
gene_128,1,0
gene_129,1,0
gene_130,1,0
gene_131,1,0
gene_132,1,0
gene_133,1,0
gene_134,1,0
gene_135,1,0
gene_136,1,0
gene_137,1,0
gene_138,1,0
gene_139,1,0
gene_140,1,0
gene_141,1,0
gene_142,1,0
gene_143,1,0
gene_144,1,0
gene_145,1,0
gene_146,1,0
gene_147,1,0
gene_148,1,0
gene_149,1,0
gene_150,0.0584155523667945,0
gene_151,1,0
gene_152,1,0
gene_153,1,0
gene_154,1,0
gene_155,1,0
gene_156,1,0
gene_157,1,0
gene_158,1,0
gene_159,1,0
gene_160,1,0
gene_161,1,0
gene_162,1,0
gene_163,1,0
gene_164,1,0
gene_165,1,0
gene_166,1,0
gene_167,1,0
gene_168,1,0
gene_169,1,0
gene_170,1,0
gene_171,1,0
gene_172,1,0
gene_173,1,0
gene_174,1,0
gene_175,1,0
gene_176,1,0
gene_177,1,0
gene_178,1,0
gene_179,1,0
gene_180,1,0
gene_181,1,0
gene_182,1,0
gene_183,1,0
gene_184,1,0
gene_185,1,0
gene_186,1,0
gene_187,1,0
gene_188,1,0
gene_189,1,0
gene_190,1,0
gene_191,1,0
gene_192,1,0
gene_193,1,0
gene_194,1,0
gene_195,1,0
gene_196,1,0
gene_197,1,0
gene_198,1,0
gene_199,1,0
gene_200,1,0
gene_201,1,0
gene_202,1,0
gene_203,1,0
gene_204,1,0
gene_205,1,0
gene_206,1,0
gene_207,1,0
gene_208,1,0
gene_209,1,0
gene_210,1,0
gene_211,1,0
gene_212,1,0
gene_213,1,0
gene_214,1,0
gene_215,1,0
gene_216,1,0
gene_217,1,0
gene_218,1,0
gene_219,1,0
gene_220,1,0
gene_221,1,0
gene_222,1,0
gene_223,1,0
gene_224,1,0
gene_225,1,0
gene_226,1,0
gene_227,1,0
gene_228,1,0
gene_229,1,0
gene_230,1,0
gene_231,1,0
gene_232,1,0
gene_233,1,0
gene_234,1,0
gene_235,1,0
gene_236,1,0
gene_237,0.640639295723945,0
gene_238,1,0
gene_239,0.00334069511532195,0
gene_240,1,0
gene_241,1,0
gene_242,1,0
gene_243,1,0
gene_244,1,0
gene_245,1,0
gene_246,1,0
gene_247,1,0
gene_248,1,0
gene_249,1,0
