,pval_sim_fdr_bh,spatially_variable
gene_0,0.03808073115003808,1
gene_1,0.03808073115003808,1
gene_2,0.03808073115003808,1
gene_3,0.03808073115003808,1
gene_4,0.03808073115003808,1
gene_5,0.03808073115003808,1
gene_6,0.03808073115003808,1
gene_7,0.03808073115003808,1
gene_8,0.03808073115003808,1
gene_9,0.03808073115003808,1
gene_10,0.03808073115003808,1
gene_11,0.03808073115003808,1
gene_12,0.03808073115003808,1
gene_13,0.03808073115003808,1
gene_14,0.03808073115003808,1
gene_15,0.03808073115003808,1
gene_16,0.03808073115003808,1
gene_17,0.03808073115003808,1
gene_18,0.03808073115003808,1
gene_19,0.03808073115003808,1
gene_20,0.03808073115003808,1
gene_21,0.03808073115003808,1
gene_22,0.03808073115003808,1
gene_23,0.03808073115003808,1
gene_24,0.03808073115003808,1
gene_25,0.03808073115003808,1
gene_26,0.03808073115003808,1
gene_27,0.03808073115003808,1
gene_28,0.03808073115003808,1
gene_29,0.03808073115003808,1
gene_30,0.03808073115003808,1
gene_31,0.03808073115003808,1
gene_32,0.03808073115003808,1
gene_33,0.03808073115003808,1
gene_34,0.03808073115003808,1
gene_35,0.03808073115003808,1
gene_36,0.03808073115003808,1
gene_37,0.03808073115003808,1
gene_38,0.03808073115003808,1
gene_39,0.03808073115003808,1
gene_40,0.03808073115003808,1
gene_41,0.03808073115003808,1
gene_42,0.03808073115003808,1
gene_43,0.03808073115003808,1
gene_44,0.03808073115003808,1
gene_45,0.03808073115003808,1
gene_46,0.03808073115003808,1
gene_47,0.03808073115003808,1
gene_48,0.03808073115003808,1
gene_49,0.03808073115003808,1
gene_50,0.23472174803687265,0
gene_51,0.1885902876001886,0
gene_52,0.2659356844775387,0
gene_53,0.17155180864621117,0
gene_54,0.446751992272398,0
gene_55,0.06600660066006601,0
gene_56,0.0894667780031015,0
gene_57,0.3390750033907501,0
gene_58,0.3536067892503536,0
gene_59,0.27502750275027504,0
gene_60,0.03808073115003808,0
gene_61,0.429911412193851,0
gene_62,0.5010622519741853,0
gene_63,0.17155180864621117,0
gene_64,0.06600660066006601,0
gene_65,0.1563314226159458,0
gene_66,0.4583791712504584,0
gene_67,0.4751591230551626,0
gene_68,0.4433279148810403,0
gene_69,0.4655282041965665,0
gene_70,0.22708692887637388,0
gene_71,0.46619011676952443,0
gene_72,0.49716510112549717,0
gene_73,0.4583791712504584,0
gene_74,0.17155180864621117,0
gene_75,0.4583791712504584,0
gene_76,0.429911412193851,0
gene_77,0.4992095848240286,0
gene_78,0.36261587942233714,0
gene_79,0.03808073115003808,0
gene_80,0.3390750033907501,0
gene_81,0.27502750275027504,0
gene_82,0.20819838993245118,0
gene_83,0.1563314226159458,0
gene_84,0.3536067892503536,0
gene_85,0.30714750307147504,0
gene_86,0.27502750275027504,0
gene_87,0.38307402168788307,0
gene_88,0.46619011676952443,0
gene_89,0.4219171917191719,0
gene_90,0.429911412193851,0
gene_91,0.4433279148810403,0
gene_92,0.06600660066006601,0
gene_93,0.3000300030003,0
gene_94,0.3000300030003,0
gene_95,0.4433279148810403,0
gene_96,0.0894667780031015,0
gene_97,0.2878194796223808,0
gene_98,0.42584903651655487,0
gene_99,0.2878194796223808,0
gene_100,0.23472174803687265,0
gene_101,0.46619011676952443,0
gene_102,0.3931275480489225,0
gene_103,0.06600660066006601,0
gene_104,0.3390750033907501,0
gene_105,0.42584903651655487,0
gene_106,0.42584903651655487,0
gene_107,0.4433279148810403,0
gene_108,0.4433279148810403,0
gene_109,0.42584903651655487,0
gene_110,0.504950495049505,0
gene_111,0.13751375137513752,0
gene_112,0.42584903651655487,0
gene_113,0.23472174803687265,0
gene_114,0.3727782416795896,0
gene_115,0.2496047924120143,0
gene_116,0.4992095848240286,0
gene_117,0.17155180864621117,0
gene_118,0.3390750033907501,0
gene_119,0.1885902876001886,0
gene_120,0.4992095848240286,0
gene_121,0.03808073115003808,0
gene_122,0.13751375137513752,0
gene_123,0.48640235202559556,0
gene_124,0.03808073115003808,0
gene_125,0.3000300030003,0
gene_126,0.2496047924120143,0
gene_127,0.23472174803687265,0
gene_128,0.3465346534653465,0
gene_129,0.429911412193851,0
gene_130,0.20819838993245118,0
gene_131,0.4433279148810403,0
gene_132,0.504950495049505,0
gene_133,0.1563314226159458,0
gene_134,0.2878194796223808,0
gene_135,0.4655282041965665,0
gene_136,0.4583791712504584,0
gene_137,0.3712871287128713,0
gene_138,0.46619011676952443,0
gene_139,0.03808073115003808,0
gene_140,0.4583791712504584,0
gene_141,0.4583791712504584,0
gene_142,0.03808073115003808,0
gene_143,0.5010622519741853,0
gene_144,0.4101838755304102,0
gene_145,0.446751992272398,0
gene_146,0.49716510112549717,0
gene_147,0.03808073115003808,0
gene_148,0.49716510112549717,0
gene_149,0.1563314226159458,0
gene_150,0.0894667780031015,0
gene_151,0.5010622519741853,0
gene_152,0.4583791712504584,0
gene_153,0.42584903651655487,0
gene_154,0.3727782416795896,0
gene_155,0.3931275480489225,0
gene_156,0.03808073115003808,0
gene_157,0.3536067892503536,0
gene_158,0.06600660066006601,0
gene_159,0.4433279148810403,0
gene_160,0.4433279148810403,0
gene_161,0.0894667780031015,0
gene_162,0.13751375137513752,0
gene_163,0.3712871287128713,0
gene_164,0.46619011676952443,0
gene_165,0.3536067892503536,0
gene_166,0.0894667780031015,0
gene_167,0.36261587942233714,0
gene_168,0.3727782416795896,0
gene_169,0.5010622519741853,0
gene_170,0.06600660066006601,0
gene_171,0.3390750033907501,0
gene_172,0.30714750307147504,0
gene_173,0.0894667780031015,0
gene_174,0.3465346534653465,0
gene_175,0.11380448389666553,0
gene_176,0.446751992272398,0
gene_177,0.48640235202559556,0
gene_178,0.4101838755304102,0
gene_179,0.3390750033907501,0
gene_180,0.17155180864621117,0
gene_181,0.23472174803687265,0
gene_182,0.48190659773941996,0
gene_183,0.3465346534653465,0
gene_184,0.3727782416795896,0
gene_185,0.3727782416795896,0
gene_186,0.43832508250825086,0
gene_187,0.3727782416795896,0
gene_188,0.4583791712504584,0
gene_189,0.30714750307147504,0
gene_190,0.40061809649173014,0
gene_191,0.22708692887637388,0
gene_192,0.06600660066006601,0
gene_193,0.42584903651655487,0
gene_194,0.23472174803687265,0
gene_195,0.3390750033907501,0
gene_196,0.03808073115003808,0
gene_197,0.03808073115003808,0
gene_198,0.5010622519741853,0
gene_199,0.5010622519741853,0
gene_200,0.3390750033907501,0
gene_201,0.11380448389666553,0
gene_202,0.4433279148810403,0
gene_203,0.1885902876001886,0
gene_204,0.11380448389666553,0
gene_205,0.03808073115003808,0
gene_206,0.43832508250825086,0
gene_207,0.03808073115003808,0
gene_208,0.17155180864621117,0
gene_209,0.03808073115003808,0
gene_210,0.5010622519741853,0
gene_211,0.06600660066006601,0
gene_212,0.40061809649173014,0
gene_213,0.30714750307147504,0
gene_214,0.30714750307147504,0
gene_215,0.4583791712504584,0
gene_216,0.1563314226159458,0
gene_217,0.06600660066006601,0
gene_218,0.27502750275027504,0
gene_219,0.23472174803687265,0
gene_220,0.3390750033907501,0
gene_221,0.42584903651655487,0
gene_222,0.48190659773941996,0
gene_223,0.4992095848240286,0
gene_224,0.49504950495049505,0
gene_225,0.446751992272398,0
gene_226,0.48640235202559556,0
gene_227,0.03808073115003808,0
gene_228,0.42584903651655487,0
gene_229,0.5010622519741853,0
gene_230,0.3465346534653465,0
gene_231,0.45659905796404887,0
gene_232,0.2659356844775387,0
gene_233,0.42584903651655487,0
gene_234,0.504950495049505,0
gene_235,0.11380448389666553,0
gene_236,0.1885902876001886,0
gene_237,0.2496047924120143,0
gene_238,0.03808073115003808,0
gene_239,0.40061809649173014,0
gene_240,0.27502750275027504,0
gene_241,0.5010622519741853,0
gene_242,0.3712871287128713,0
gene_243,0.36261587942233714,0
gene_244,0.06600660066006601,0
gene_245,0.4583791712504584,0
gene_246,0.0894667780031015,0
gene_247,0.0894667780031015,0
gene_248,0.49716510112549717,0
gene_249,0.38307402168788307,0
