,pval_sim_fdr_bh,spatially_variable
gene_0,0.03808073115003808,1
gene_1,0.03808073115003808,1
gene_2,0.03808073115003808,1
gene_3,0.03808073115003808,1
gene_4,0.03808073115003808,1
gene_5,0.03808073115003808,1
gene_6,0.03808073115003808,1
gene_7,0.03808073115003808,1
gene_8,0.03808073115003808,1
gene_9,0.03808073115003808,1
gene_10,0.03808073115003808,1
gene_11,0.03808073115003808,1
gene_12,0.03808073115003808,1
gene_13,0.03808073115003808,1
gene_14,0.03808073115003808,1
gene_15,0.03808073115003808,1
gene_16,0.03808073115003808,1
gene_17,0.03808073115003808,1
gene_18,0.03808073115003808,1
gene_19,0.03808073115003808,1
gene_20,0.03808073115003808,1
gene_21,0.03808073115003808,1
gene_22,0.03808073115003808,1
gene_23,0.03808073115003808,1
gene_24,0.03808073115003808,1
gene_25,0.03808073115003808,1
gene_26,0.03808073115003808,1
gene_27,0.03808073115003808,1
gene_28,0.03808073115003808,1
gene_29,0.03808073115003808,1
gene_30,0.03808073115003808,1
gene_31,0.03808073115003808,1
gene_32,0.03808073115003808,1
gene_33,0.03808073115003808,1
gene_34,0.03808073115003808,1
gene_35,0.03808073115003808,1
gene_36,0.03808073115003808,1
gene_37,0.03808073115003808,1
gene_38,0.03808073115003808,1
gene_39,0.03808073115003808,1
gene_40,0.03808073115003808,1
gene_41,0.03808073115003808,1
gene_42,0.03808073115003808,1
gene_43,0.03808073115003808,1
gene_44,0.03808073115003808,1
gene_45,0.03808073115003808,1
gene_46,0.03808073115003808,1
gene_47,0.03808073115003808,1
gene_48,0.03808073115003808,1
gene_49,0.03808073115003808,1
gene_50,0.41639677986490237,0
gene_51,0.30516750305167506,0
gene_52,0.46856537505602414,0
gene_53,0.34338693985005436,0
gene_54,0.06429214350006429,0
gene_55,0.19204506657562306,0
gene_56,0.47291314497303394,0
gene_57,0.3156355904046781,0
gene_58,0.34338693985005436,0
gene_59,0.15609669075015611,0
gene_60,0.32146071750032146,0
gene_61,0.13879892662163412,0
gene_62,0.06429214350006429,0
gene_63,0.08840169731258839,0
gene_64,0.4220468129762285,0
gene_65,0.44810515534312045,0
gene_66,0.3914932309557486,0
gene_67,0.26055237102657636,0
gene_68,0.40656239536997185,0
gene_69,0.489061002874481,0
gene_70,0.03808073115003808,0
gene_71,0.08840169731258839,0
gene_72,0.2080039936766786,0
gene_73,0.35953316001991265,0
gene_74,0.442008486562942,0
gene_75,0.03808073115003808,0
gene_76,0.03808073115003808,0
gene_77,0.3818200969033073,0
gene_78,0.48101976189521783,0
gene_79,0.25139232673267325,0
gene_80,0.10422094841063054,0
gene_81,0.26055237102657636,0
gene_82,0.49504950495049505,0
gene_83,0.30516750305167506,0
gene_84,0.33408248800340157,0
gene_85,0.4470711388319449,0
gene_86,0.3914932309557486,0
gene_87,0.06429214350006429,0
gene_88,0.38080731150038083,0
gene_89,0.40437212038035486,0
gene_90,0.03808073115003808,0
gene_91,0.22502250225022502,0
gene_92,0.03808073115003808,0
gene_93,0.4256081716768962,0
gene_94,0.33408248800340157,0
gene_95,0.03808073115003808,0
gene_96,0.10422094841063054,0
gene_97,0.06429214350006429,0
gene_98,0.4256081716768962,0
gene_99,0.3867574257425742,0
gene_100,0.40656239536997185,0
gene_101,0.3269194844012703,0
gene_102,0.3980297527240161,0
gene_103,0.46856537505602414,0
gene_104,0.47291314497303394,0
gene_105,0.23573785950023574,0
gene_106,0.41254125412541254,0
gene_107,0.26055237102657636,0
gene_108,0.2080039936766786,0
gene_109,0.44810515534312045,0
gene_110,0.06429214350006429,0
gene_111,0.34961123230967167,0
gene_112,0.23573785950023574,0
gene_113,0.06429214350006429,0
gene_114,0.34961123230967167,0
gene_115,0.271012502710125,0
gene_116,0.15609669075015611,0
gene_117,0.3269194844012703,0
gene_118,0.3914932309557486,0
gene_119,0.10422094841063054,0
gene_120,0.38080731150038083,0
gene_121,0.40656239536997185,0
gene_122,0.30516750305167506,0
gene_123,0.03808073115003808,0
gene_124,0.41639677986490237,0
gene_125,0.2984340987290219,0
gene_126,0.13879892662163412,0
gene_127,0.03808073115003808,0
gene_128,0.4470711388319449,0
gene_129,0.46856537505602414,0
gene_130,0.3269194844012703,0
gene_131,0.40437212038035486,0
gene_132,0.1225370061758651,0
gene_133,0.34338693985005436,0
gene_134,0.271012502710125,0
gene_135,0.10422094841063054,0
gene_136,0.25139232673267325,0
gene_137,0.13879892662163412,0
gene_138,0.23573785950023574,0
gene_139,0.35953316001991265,0
gene_140,0.271012502710125,0
gene_141,0.03808073115003808,0
gene_142,0.40437212038035486,0
gene_143,0.46605078917933634,0
gene_144,0.45760878608869293,0
gene_145,0.1737015806843842,0
gene_146,0.2984340987290219,0
gene_147,0.08840169731258839,0
gene_148,0.34338693985005436,0
gene_149,0.03808073115003808,0
gene_150,0.1737015806843842,0
gene_151,0.40656239536997185,0
gene_152,0.2080039936766786,0
gene_153,0.10422094841063054,0
gene_154,0.3818200969033073,0
gene_155,0.3914932309557486,0
gene_156,0.2849205783887741,0
gene_157,0.4529176321887508,0
gene_158,0.13879892662163412,0
gene_159,0.271012502710125,0
gene_160,0.06429214350006429,0
gene_161,0.3980297527240161,0
gene_162,0.1737015806843842,0
gene_163,0.10422094841063054,0
gene_164,0.15609669075015611,0
gene_165,0.4256081716768962,0
gene_166,0.3156355904046781,0
gene_167,0.3818200969033073,0
gene_168,0.46856537505602414,0
gene_169,0.3818200969033073,0
gene_170,0.32146071750032146,0
gene_171,0.3269194844012703,0
gene_172,0.03808073115003808,0
gene_173,0.1225370061758651,0
gene_174,0.4220468129762285,0
gene_175,0.44810515534312045,0
gene_176,0.10422094841063054,0
gene_177,0.44810515534312045,0
gene_178,0.08840169731258839,0
gene_179,0.34338693985005436,0
gene_180,0.40656239536997185,0
gene_181,0.1225370061758651,0
gene_182,0.4529176321887508,0
gene_183,0.23573785950023574,0
gene_184,0.32146071750032146,0
gene_185,0.19204506657562306,0
gene_186,0.10422094841063054,0
gene_187,0.44810515534312045,0
gene_188,0.1225370061758651,0
gene_189,0.15609669075015611,0
gene_190,0.13879892662163412,0
gene_191,0.34338693985005436,0
gene_192,0.06429214350006429,0
gene_193,0.2849205783887741,0
gene_194,0.33408248800340157,0
gene_195,0.30516750305167506,0
gene_196,0.4220468129762285,0
gene_197,0.37128712871287134,0
gene_198,0.3867574257425742,0
gene_199,0.06429214350006429,0
gene_200,0.3269194844012703,0
gene_201,0.32146071750032146,0
gene_202,0.43484078137543486,0
gene_203,0.03808073115003808,0
gene_204,0.34961123230967167,0
gene_205,0.41639677986490237,0
gene_206,0.4256081716768962,0
gene_207,0.3867574257425742,0
gene_208,0.08840169731258839,0
gene_209,0.06429214350006429,0
gene_210,0.3818200969033073,0
gene_211,0.34961123230967167,0
gene_212,0.45760878608869293,0
gene_213,0.41254125412541254,0
gene_214,0.08840169731258839,0
gene_215,0.3980297527240161,0
gene_216,0.4470711388319449,0
gene_217,0.3156355904046781,0
gene_218,0.22502250225022502,0
gene_219,0.41639677986490237,0
gene_220,0.32146071750032146,0
gene_221,0.49504950495049505,0
gene_222,0.34338693985005436,0
gene_223,0.34338693985005436,0
gene_224,0.41254125412541254,0
gene_225,0.30516750305167506,0
gene_226,0.10422094841063054,0
gene_227,0.47291314497303394,0
gene_228,0.1225370061758651,0
gene_229,0.03808073115003808,0
gene_230,0.3867574257425742,0
gene_231,0.26055237102657636,0
gene_232,0.45760878608869293,0
gene_233,0.08840169731258839,0
gene_234,0.34338693985005436,0
gene_235,0.06429214350006429,0
gene_236,0.03808073115003808,0
gene_237,0.10422094841063054,0
gene_238,0.4529176321887508,0
gene_239,0.03808073115003808,0
gene_240,0.26055237102657636,0
gene_241,0.13879892662163412,0
gene_242,0.1225370061758651,0
gene_243,0.06429214350006429,0
gene_244,0.442008486562942,0
gene_245,0.10422094841063054,0
gene_246,0.34338693985005436,0
gene_247,0.3818200969033073,0
gene_248,0.33408248800340157,0
gene_249,0.23573785950023574,0
