,pval_sim_fdr_bh,spatially_variable
gene_0,0.041254125412541254,1
gene_1,0.041254125412541254,1
gene_2,0.041254125412541254,1
gene_3,0.041254125412541254,1
gene_4,0.041254125412541254,1
gene_5,0.041254125412541254,1
gene_6,0.041254125412541254,1
gene_7,0.041254125412541254,1
gene_8,0.041254125412541254,1
gene_9,0.041254125412541254,1
gene_10,0.041254125412541254,1
gene_11,0.041254125412541254,1
gene_12,0.041254125412541254,1
gene_13,0.041254125412541254,1
gene_14,0.041254125412541254,1
gene_15,0.041254125412541254,1
gene_16,0.041254125412541254,1
gene_17,0.041254125412541254,1
gene_18,0.041254125412541254,1
gene_19,0.041254125412541254,1
gene_20,0.041254125412541254,1
gene_21,0.041254125412541254,1
gene_22,0.041254125412541254,1
gene_23,0.041254125412541254,1
gene_24,0.041254125412541254,1
gene_25,0.041254125412541254,1
gene_26,0.041254125412541254,1
gene_27,0.041254125412541254,1
gene_28,0.041254125412541254,1
gene_29,0.041254125412541254,1
gene_30,0.041254125412541254,1
gene_31,0.041254125412541254,1
gene_32,0.041254125412541254,1
gene_33,0.041254125412541254,1
gene_34,0.041254125412541254,1
gene_35,0.041254125412541254,1
gene_36,0.041254125412541254,1
gene_37,0.041254125412541254,1
gene_38,0.041254125412541254,1
gene_39,0.041254125412541254,1
gene_40,0.041254125412541254,1
gene_41,0.041254125412541254,1
gene_42,0.041254125412541254,1
gene_43,0.041254125412541254,1
gene_44,0.041254125412541254,1
gene_45,0.041254125412541254,1
gene_46,0.041254125412541254,1
gene_47,0.041254125412541254,1
gene_48,0.041254125412541254,1
gene_49,0.041254125412541254,1
gene_50,0.3403465346534653,0
gene_51,0.3738655115511551,0
gene_52,0.3536067892503536,0
gene_53,0.16986992816928753,0
gene_54,0.09399674144629652,0
gene_55,0.4480086017651539,0
gene_56,0.34503450345034503,0
gene_57,0.4125412541254126,0
gene_58,0.43345348359720764,0
gene_59,0.11380448389666553,0
gene_60,0.4125412541254126,0
gene_61,0.3808073115003808,0
gene_62,0.345383375546857,0
gene_63,0.13600261125013602,0
gene_64,0.297029702970297,0
gene_65,0.345383375546857,0
gene_66,0.2902014339364971,0
gene_67,0.15310809431458608,0
gene_68,0.40638392197428697,0
gene_69,0.06781500067815001,0
gene_70,0.3875387538753875,0
gene_71,0.45797531294979715,0
gene_72,0.271012502710125,0
gene_73,0.307383679544425,0
gene_74,0.271012502710125,0
gene_75,0.26656511805026656,0
gene_76,0.35753575357535755,0
gene_77,0.06781500067815001,0
gene_78,0.24095329886970998,0
gene_79,0.345383375546857,0
gene_80,0.06781500067815001,0
gene_81,0.46478446971334686,0
gene_82,0.24547909336388185,0
gene_83,0.4827246210098189,0
gene_84,0.4203250513730618,0
gene_85,0.15310809431458608,0
gene_86,0.37261790695198554,0
gene_87,0.37261790695198554,0
gene_88,0.34503450345034503,0
gene_89,0.4694434960737453,0
gene_90,0.45797531294979715,0
gene_91,0.06781500067815001,0
gene_92,0.473983568569623,0
gene_93,0.46478446971334686,0
gene_94,0.3403465346534653,0
gene_95,0.041254125412541254,0
gene_96,0.3672070503753672,0
gene_97,0.20627062706270627,0
gene_98,0.271012502710125,0
gene_99,0.09399674144629652,0
gene_100,0.33535611625678696,0
gene_101,0.041254125412541254,0
gene_102,0.11380448389666553,0
gene_103,0.26656511805026656,0
gene_104,0.49504950495049505,0
gene_105,0.45509035208453585,0
gene_106,0.44079750440797505,0
gene_107,0.473983568569623,0
