,adjustedPval,spatially_variable
gene_0,1.51191879464561e-42,1
gene_1,3.22790787522559e-78,1
gene_2,2.58212440265397e-297,1
gene_3,6.18311678957929e-170,1
gene_4,7.9699061578111e-71,1
gene_5,8.06526566785867e-45,1
gene_6,9.0613872751454e-95,1
gene_7,6.88354410982223e-44,1
gene_8,1.62309980961349e-63,1
gene_9,2.29753395797325e-127,1
gene_10,2.53212034373559e-106,1
gene_11,2.79983917821887e-125,1
gene_12,1.14317532445988e-246,1
gene_13,1.16218427656141e-132,1
gene_14,5.67516398281459e-150,1
gene_15,2.95175279759833e-165,1
gene_16,5.41242395127847e-99,1
gene_17,9.23832064240281e-85,1
gene_18,1.66933263289722e-254,1
gene_19,2.94744148663966e-81,1
gene_20,3.82587906369314e-25,1
gene_21,2.17492243236835e-120,1
gene_22,3.0983376115987e-13,1
gene_23,3.92587426100363e-97,1
gene_24,4.1162025062152e-30,1
gene_25,1.61938275082602e-55,1
gene_26,0.772394947244446,1
gene_27,8.22299894304831e-67,1
gene_28,6.76793659958676e-193,1
gene_29,2.15758783320268e-40,1
gene_30,0.000104003055190686,1
gene_31,6.48271456161236e-30,1
gene_32,1.92704586936374e-26,1
gene_33,2.28082510881329e-06,1
gene_34,8.08110739540689e-60,1
gene_35,9.34277037138493e-199,1
gene_36,5.14085409161679e-62,1
gene_37,2.42734875112714e-123,1
gene_38,8.2533955981622e-65,1
gene_39,1.01593252868723e-126,1
gene_40,2.26673510142558e-113,1
gene_41,1.56878295519023e-133,1
gene_42,8.98150035429178e-116,1
gene_43,8.79117729713168e-40,1
gene_44,6.41456659452834e-153,1
gene_45,2.5211172542254e-146,1
gene_46,1.14507955145254e-41,1
gene_47,1.02970847045397e-50,1
gene_48,9.2340647804799e-36,1
gene_49,1.57751817889905e-53,1
gene_50,1,0
gene_51,1,0
gene_52,1,0
gene_53,1,0
gene_54,1,0
gene_55,1,0
gene_56,1,0
gene_57,1,0
gene_58,1,0
gene_59,1,0
gene_60,1,0
gene_61,1,0
gene_62,1,0
gene_63,1,0
gene_64,1,0
gene_65,1,0
gene_66,1,0
gene_67,1,0
gene_68,1,0
gene_69,0.624576645394377,0
gene_70,1,0
gene_71,1,0
gene_72,1,0
gene_73,1,0
gene_74,1,0
gene_75,1,0
gene_76,1,0
gene_77,1,0
gene_78,1,0
gene_79,1,0
gene_80,1,0
gene_81,1,0
gene_82,1,0
gene_83,1,0
gene_84,1,0
gene_85,1,0
gene_86,1,0
gene_87,1,0
gene_88,1,0
gene_89,1,0
gene_90,1,0
gene_91,1,0
gene_92,1,0
gene_93,1,0
gene_94,1,0
gene_95,1,0
gene_96,1,0
gene_97,1,0
gene_98,0.75179879490007,0
gene_99,1,0
gene_100,1,0
gene_101,1,0
gene_102,1,0
gene_103,1,0
gene_104,1,0
gene_105,1,0
gene_106,1,0
gene_107,1,0
gene_108,1,0
gene_109,1,0
gene_110,1,0
gene_111,1,0
gene_112,0.488113569498721,0
gene_113,1,0
gene_114,1,0
gene_115,1,0
gene_116,1,0
gene_117,1,0
gene_118,1,0
gene_119,1,0
gene_120,0.283302056116149,0
gene_121,1,0
gene_122,1,0
gene_123,1,0
gene_124,1,0
gene_125,1,0
gene_126,1,0
gene_127,1,0
gene_128,1,0
gene_129,1,0
gene_130,1,0
gene_131,1,0
gene_132,1,0
gene_133,1,0
gene_134,1,0
gene_135,1,0
gene_136,1,0
gene_137,1,0
gene_138,1,0
gene_139,1,0
gene_140,1,0
gene_141,1,0
gene_142,1,0
gene_143,1,0
gene_144,1,0
gene_145,1,0
gene_146,1,0
gene_147,0.138898016371871,0
gene_148,1,0
gene_149,1,0
gene_150,1,0
gene_151,1,0
gene_152,1,0
gene_153,1,0
gene_154,1,0
gene_155,1,0
gene_156,1,0
gene_157,1,0
gene_158,1,0
gene_159,1,0
gene_160,1,0
gene_161,1,0
gene_162,1,0
gene_163,1,0
gene_164,1,0
gene_165,0.478082871098191,0
gene_166,1,0
gene_167,1,0
gene_168,1,0
gene_169,1,0
gene_170,1,0
gene_171,1,0
gene_172,1,0
gene_173,1,0
gene_174,1,0
gene_175,1,0
gene_176,1,0
gene_177,1,0
gene_178,1,0
gene_179,1,0
gene_180,0.818109811453138,0
gene_181,1,0
gene_182,1,0
gene_183,1,0
gene_184,1,0
gene_185,1,0
gene_186,1,0
gene_187,1,0
gene_188,1,0
gene_189,1,0
gene_190,1,0
gene_191,1,0
gene_192,1,0
gene_193,1,0
gene_194,1,0
gene_195,1,0
gene_196,1,0
gene_197,1,0
gene_198,1,0
gene_199,1,0
gene_200,1,0
gene_201,1,0
gene_202,1,0
gene_203,0.710935569889551,0
gene_204,1,0
gene_205,1,0
gene_206,1,0
gene_207,1,0
gene_208,1,0
gene_209,0.609175257450102,0
gene_210,1,0
gene_211,1,0
gene_212,0.525268012902153,0
gene_213,1,0
gene_214,1,0
gene_215,1,0
gene_216,1,0
gene_217,1,0
gene_218,1,0
gene_219,1,0
gene_220,1,0
gene_221,1,0
gene_222,1,0
gene_223,1,0
gene_224,1,0
gene_225,1,0
gene_226,1,0
gene_227,1,0
gene_228,1,0
gene_229,1,0
gene_230,1,0
gene_231,1,0
gene_232,1,0
gene_233,1,0
gene_234,1,0
gene_235,1,0
gene_236,1,0
gene_237,1,0
gene_238,1,0
gene_239,1,0
gene_240,1,0
gene_241,1,0
gene_242,0.809588618565245,0
gene_243,1,0
gene_244,1,0
gene_245,1,0
gene_246,1,0
gene_247,1,0
gene_248,1,0
gene_249,1,0
