,pvals_adj,spatially_variable
gene_0,0.07238973105036067,1
gene_1,8.763943877828669e-07,1
gene_2,1.459170864402476e-56,1
gene_3,3.293038296520077e-36,1
gene_4,4.9302542757964945e-18,1
gene_5,1.4604186594065387e-68,1
gene_6,4.142700858421031e-40,1
gene_7,4.4604292673023605e-09,1
gene_8,1.3887566780091392e-24,1
gene_9,2.3592343283795335e-34,1
gene_10,8.114692749735905e-68,1
gene_11,3.03459034866018e-43,1
gene_12,4.123503738173079e-09,1
gene_13,2.135180157894904e-51,1
gene_14,9.834076602639196e-20,1
gene_15,1.4447581410382218e-61,1
gene_16,2.0073382471136802e-42,1
gene_17,0.005972751681112356,1
gene_18,1.4932486698775378e-16,1
gene_19,3.8787393917731955e-06,1
gene_20,3.0125857629818e-61,1
gene_21,5.615322117360554e-71,1
gene_22,5.703923203304747e-28,1
gene_23,2.807410194390508e-40,1
gene_24,8.36500140074185e-22,1
gene_25,3.913267821527098e-26,1
gene_26,6.887439221866975e-69,1
gene_27,1.4447581410382218e-61,1
gene_28,4.132995623058015e-25,1
gene_29,1.601785937653057e-63,1
gene_30,0.11900125802672486,1
gene_31,5.513556868552605e-19,1
gene_32,3.7404611271589163e-65,1
gene_33,0.5135486593164553,1
gene_34,3.250234528472396e-27,1
gene_35,9.004670392264757e-14,1
gene_36,4.323911202583186e-53,1
gene_37,5.086395023903214e-20,1
gene_38,6.501283920289678e-59,1
gene_39,9.030847025138086e-79,1
gene_40,8.121676031348804e-20,1
gene_41,8.427984949182399e-45,1
gene_42,1.2144793141216683e-22,1
gene_43,1.0543036487832647e-24,1
gene_44,3.99899214446515e-35,1
gene_45,2.309066425185815e-33,1
gene_46,6.564579540056229e-24,1
gene_47,9.777856943357008e-89,1
gene_48,2.1720085438161105e-50,1
gene_49,1.146308864039023e-14,1
gene_50,0.028429478731458704,0
gene_51,0.40869216564025407,0
gene_52,0.8811691455006548,0
gene_53,0.6082677612355318,0
gene_54,0.47535604925762737,0
gene_55,0.9805459078221923,0
gene_56,0.6485794902993713,0
gene_57,0.25846223061807133,0
