,pvals_adj,spatially_variable
gene_0,2.166723737470351e-16,1
gene_1,1.9384095743137428e-36,1
gene_2,1.1689201582864249e-66,1
gene_3,1.5202585343990328e-84,1
gene_4,2.5193332115539136e-12,1
gene_5,1.0580693592985462e-47,1
gene_6,1.7800347288366763e-55,1
gene_7,7.84030392943288e-37,1
gene_8,2.8582411837930407e-55,1
gene_9,2.7998125604447775e-39,1
gene_10,1.900469844407462e-24,1
gene_11,4.457403652455992e-48,1
gene_12,9.607538204304186e-35,1
gene_13,1.5713111792839186e-93,1
gene_14,0.07609569761693241,1
gene_15,9.770044844780475e-85,1
gene_16,3.293741980215496e-34,1
gene_17,1.9100702439116875e-69,1
gene_18,2.779588621513128e-69,1
gene_19,5.443767000555412e-29,1
gene_20,1.0508148672993212e-24,1
gene_21,4.101478095076201e-47,1
gene_22,1.1141382314948674e-27,1
gene_23,8.847371498992489e-35,1
gene_24,0.04391133240519281,1
gene_25,5.248914973425556e-21,1
gene_26,1.1447204070781922e-48,1
gene_27,1.847550676982424e-59,1
gene_28,9.140187595228772e-24,1
gene_29,6.049172293464359e-35,1
gene_30,1.62364392367765e-34,1
gene_31,0.046541922170721194,1
gene_32,3.9468020416170464e-26,1
gene_33,5.994305293443084e-47,1
gene_34,1.2129866504457993e-74,1
gene_35,4.48034261017464e-18,1
gene_36,5.537557784659204e-78,1
gene_37,1.3290553731030974e-22,1
gene_38,1.6952901535505088e-44,1
gene_39,1.1629350985872002e-56,1
gene_40,1.788933250665341e-30,1
gene_41,2.8030922785496247e-27,1
gene_42,2.1256418305565364e-54,1
gene_43,4.1583284156248595e-87,1
gene_44,1.6199096172063928e-11,1
gene_45,2.3200302252309264e-19,1
gene_46,1.6466284437208544e-38,1
gene_47,3.4058690515908656e-75,1
gene_48,0.5365522279734694,1
gene_49,4.175108546620142e-62,1
gene_50,0.7718706669568767,0
gene_51,0.06500532618557929,0
gene_52,0.14569805038769265,0
gene_53,0.7688817376661623,0
gene_54,0.3635926399233271,0
gene_55,0.3910749683668444,0
gene_56,0.7359731552198345,0
gene_57,0.7919301919288714,0
gene_58,0.40942935066496206,0
gene_59,0.5710236266103508,0
gene_60,0.7604491588353082,0
gene_61,0.3459117843800408,0
gene_62,0.7718706669568767,0
gene_63,0.6898323491014606,0
gene_64,0.5830648177367311,0
gene_65,0.7038930463902184,0
gene_66,1.056910484280019e-05,0
gene_67,0.31184022580459186,0
gene_68,0.7718706669568767,0
gene_69,0.87681565805203,0
gene_70,0.31184022580459186,0
gene_71,0.826363899603758,0
gene_72,0.014257755760972244,0
gene_73,0.6898323491014606,0
gene_74,0.48835898947451706,0
gene_75,0.3051442844654958,0
gene_76,0.7531801329213531,0
gene_77,0.15617511556524402,0
gene_78,0.15050054663987816,0
gene_79,0.35540595731098573,0
gene_80,0.5912539266319741,0
gene_81,0.06373430061954398,0
gene_82,0.39347380156602657,0
gene_83,0.008755927070311068,0
gene_84,0.35839518004583526,0
gene_85,0.8587900242781229,0
gene_86,6.7114041590534725e-06,0
gene_87,0.42032827589956284,0
gene_88,0.4526044155506688,0
gene_89,0.531057420152746,0
gene_90,0.6898323491014606,0
gene_91,0.5976055883659003,0
gene_92,0.35540595731098573,0
gene_93,6.297901207073899e-05,0
gene_94,0.2614933571958247,0
gene_95,0.7815552143159445,0
gene_96,0.00016034218226292584,0
gene_97,0.8122101402817775,0
gene_98,0.39347380156602657,0
gene_99,0.5126224063449593,0
gene_100,0.7845615711913495,0
gene_101,3.776513295539269e-05,0
gene_102,0.43769668507251475,0
gene_103,0.7718706669568767,0
gene_104,0.4711557950281689,0
gene_105,0.6696463532270648,0
gene_106,0.631106269386116,0
gene_107,0.5071330892497233,0
gene_108,0.8640540154762207,0
gene_109,0.6767468230515022,0
gene_110,0.6696463532270648,0
gene_111,0.7718706669568767,0
gene_112,0.5424517721329637,0
gene_113,0.09546714132923503,0
gene_114,0.6907394113524183,0
gene_115,0.5306919372840418,0
gene_116,0.87681565805203,0
gene_117,0.7424850713654243,0
gene_118,0.8542429112849765,0
gene_119,0.6907394113524183,0
gene_120,0.6154877682844645,0
gene_121,0.5830648177367311,0
gene_122,7.721353638670808e-09,0
gene_123,0.82747671762612,0
gene_124,0.24330787964873535,0
gene_125,0.6221717304339309,0
gene_126,0.541295151500506,0
gene_127,0.3352222792270088,0
gene_128,0.4434526802352112,0
gene_129,0.013414904956023821,0
gene_130,0.0002321537238040717,0
gene_131,0.5477514748621457,0
gene_132,0.8482579019428286,0
gene_133,0.48835898947451706,0
gene_134,0.5669748693457083,0
gene_135,0.827791475835727,0
gene_136,0.2774444436689626,0
gene_137,0.005530242377779994,0
gene_138,0.6068422638829021,0
gene_139,0.6298262281775003,0
gene_140,0.2862115485269762,0
gene_141,0.4396180716194125,0
gene_142,0.8855551944952849,0
gene_143,0.8173029834488911,0
gene_144,0.8698473208264057,0
gene_145,0.8350132787913089,0
gene_146,0.00011141787127222314,0
gene_147,0.449571001740396,0
gene_148,0.2981418274741945,0
gene_149,0.4602767487986187,0
gene_150,0.8642171714877702,0
gene_151,0.2021833439559128,0
gene_152,0.24612263301387452,0
gene_153,0.6696463532270648,0
gene_154,0.6463351991914329,0
gene_155,0.19424443061655236,0
gene_156,0.4409872489572418,0
gene_157,0.4800950097069899,0
gene_158,0.31184022580459186,0
gene_159,0.8261201573565016,0
gene_160,0.24519415939209985,0
