,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,spatially_variable
gene_0,0.9128111719112139,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00034277671457514584,0.0,0.0,0.03928964325003929,1
gene_1,0.7233885337789702,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003265482390866454,0.0,0.0,0.03928964325003929,1
gene_2,0.9162522767296027,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00034209636108691613,0.0,0.0,0.03928964325003929,1
gene_3,0.9557750024811686,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00029183816552997953,0.0,0.0,0.03928964325003929,1
gene_4,0.8667122975217492,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003478930245302116,0.0,0.0,0.03928964325003929,1
gene_5,0.9284696266402994,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00037073319408332405,0.0,0.0,0.03928964325003929,1
gene_6,0.8881814049837005,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.000406380116431348,0.0,0.0,0.03928964325003929,1
gene_7,0.8763428790846665,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00038590700845196515,0.0,0.0,0.03928964325003929,1
gene_8,0.8821500797911315,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003524043049615901,0.0,0.0,0.03928964325003929,1
gene_9,0.8572084127370926,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003435094547794698,0.0,0.0,0.03928964325003929,1
gene_10,0.774103086127588,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00033847238743239604,0.0,0.0,0.03928964325003929,1
gene_11,0.80327608820707,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003123650671201207,0.0,0.0,0.03928964325003929,1
gene_12,0.8106495789499352,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002929865331771149,0.0,0.0,0.03928964325003929,1
gene_13,0.9215118502049684,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003846939034727458,0.0,0.0,0.03928964325003929,1
gene_14,0.9413694390382354,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.000347341292148076,0.0,0.0,0.03928964325003929,1
gene_15,0.9186663401813245,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00033139396156350864,0.0,0.0,0.03928964325003929,1
gene_16,0.7324473169705005,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002744741939304554,0.0,0.0,0.03928964325003929,1
gene_17,0.889226144025292,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003795484618053069,0.0,0.0,0.03928964325003929,1
gene_18,0.9321309407258669,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00033251871952435114,0.0,0.0,0.03928964325003929,1
gene_19,0.6928329711744784,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00022993100278593918,0.0,0.0,0.03928964325003929,1
gene_20,0.8028607518403059,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00032244948797752757,0.0,0.0,0.03928964325003929,1
gene_21,0.780419538576971,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003577524043581143,0.0,0.0,0.03928964325003929,1
gene_22,0.6439848716129939,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002178254452126801,0.0,0.0,0.03928964325003929,1
gene_23,0.9169589409760621,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00041387399525249835,0.0,0.0,0.03928964325003929,1
gene_24,0.8283334784535966,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003015546020905014,0.0,0.0,0.03928964325003929,1
gene_25,0.791573922813836,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003159891612878956,0.0,0.0,0.03928964325003929,1
gene_26,0.5054101592864764,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00018407816106351664,0.0,0.0,0.03928964325003929,1
gene_27,0.7274966944322511,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002594115939764215,0.0,0.0,0.03928964325003929,1
gene_28,0.9399226029457116,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00036488529065186186,0.0,0.0,0.03928964325003929,1
gene_29,0.8530798272665367,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003061120696824065,0.0,0.0,0.03928964325003929,1
gene_30,0.5190429970118932,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00014581145215281988,0.0,0.0,0.03928964325003929,1
gene_31,0.9140473936916559,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0004214617484440591,0.0,0.0,0.03928964325003929,1
gene_32,0.6151336359889374,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00023232677904126673,0.0,0.0,0.03928964325003929,1
gene_33,0.5202248596666486,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00017721342359143126,0.0,0.0,0.03928964325003929,1
gene_34,0.9215457880298653,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00037806026839209305,0.0,0.0,0.03928964325003929,1
gene_35,0.9221925404346386,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003655097045627233,0.0,0.0,0.03928964325003929,1
gene_36,0.7992872503244952,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00029658104242409356,0.0,0.0,0.03928964325003929,1
gene_37,0.7592136528674981,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00026665103330987576,0.0,0.0,0.03928964325003929,1
gene_38,0.6240008312448719,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002747703694419316,0.0,0.0,0.03928964325003929,1
gene_39,0.792609881133904,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002748915513379999,0.0,0.0,0.03928964325003929,1
gene_40,0.9198345734129755,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00030322984093494686,0.0,0.0,0.03928964325003929,1
gene_41,0.8458619225683867,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00029627030560727506,0.0,0.0,0.03928964325003929,1
gene_42,0.8716946799274513,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.000326654145489423,0.0,0.0,0.03928964325003929,1
gene_43,0.6790890551519311,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00026411691838792626,0.0,0.0,0.03928964325003929,1
gene_44,0.9280555795350462,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003900064942488518,0.0,0.0,0.03928964325003929,1
gene_45,0.6807189031493732,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00032337593748976934,0.0,0.0,0.03928964325003929,1
gene_46,0.7766975394959499,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003281298847242693,0.0,0.0,0.03928964325003929,1
gene_47,0.8221991567359626,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002970796806513942,0.0,0.0,0.03928964325003929,1
gene_48,0.778581487065158,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00032838977587746547,0.0,0.0,0.03928964325003929,1
gene_49,0.7710735067603762,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00030182730108461694,0.0,0.0,0.03928964325003929,1
gene_50,0.002513767998177046,0.40279757743894695,0.0001401813840498191,0.37915257341282826,0.42574257425742573,6.375808798394799e-05,0.4855565326817295,0.44677417468198366,0.46682299808928257,0
gene_51,0.018955091114473136,0.05104982773149136,0.0001401813840498191,0.019540780777631217,0.019801980198019802,7.369669414627413e-05,0.18496314395467883,0.06601615127578114,0.06875687568756876,0
gene_52,0.008161779426037193,0.23479458692574084,0.0001401813840498191,0.16366868705680016,0.13861386138613863,7.216356766117334e-05,0.40358217165204324,0.2783481072394561,0.275027502750275,0
gene_53,0.008228894873135556,0.2330570273916287,0.0001401813840498191,0.19116976714246803,0.19801980198019803,7.519947186365771e-05,0.40358217165204324,0.3083383341007549,0.31733942625031736,0
gene_54,-0.0021805466036546113,0.4402352711737578,0.0001401813840498191,0.3649549695723443,0.32673267326732675,6.405719055374844e-05,0.48631713664021353,0.44290651647129164,0.4210472593651118,0
gene_55,-0.01254925840764498,0.15241710934704894,0.0001401813840498191,0.09023769961202327,0.0891089108910891,8.344567388958624e-05,0.3636786319869535,0.2069672009450075,0.20252025202520252,0
gene_56,0.010067579133562122,0.18831763808384838,0.0001401813840498191,0.13707376399726479,0.16831683168316833,6.655670220558816e-05,0.38192001653290936,0.25486677146140735,0.2922167216721673,0
gene_57,0.005457278391424994,0.3103976466222479,0.0001401813840498191,0.2171183705900126,0.24752475247524752,6.384765299467453e-05,0.45115937009047663,0.32912436965575875,0.35563901217707977,0
