,pval_sim_fdr_bh,spatially_variable
gene_0,0.035873152532644566,1
gene_1,0.035873152532644566,1
gene_2,0.035873152532644566,1
gene_3,0.035873152532644566,1
gene_4,0.035873152532644566,1
gene_5,0.035873152532644566,1
gene_6,0.035873152532644566,1
gene_7,0.035873152532644566,1
gene_8,0.035873152532644566,1
gene_9,0.035873152532644566,1
gene_10,0.035873152532644566,1
gene_11,0.035873152532644566,1
gene_12,0.035873152532644566,1
gene_13,0.035873152532644566,1
gene_14,0.035873152532644566,1
gene_15,0.035873152532644566,1
gene_16,0.035873152532644566,1
gene_17,0.035873152532644566,1
gene_18,0.035873152532644566,1
gene_19,0.035873152532644566,1
gene_20,0.035873152532644566,1
gene_21,0.035873152532644566,1
gene_22,0.035873152532644566,1
gene_23,0.035873152532644566,1
gene_24,0.035873152532644566,1
gene_25,0.035873152532644566,1
gene_26,0.035873152532644566,1
gene_27,0.035873152532644566,1
gene_28,0.035873152532644566,1
gene_29,0.035873152532644566,1
gene_30,0.035873152532644566,1
gene_31,0.035873152532644566,1
gene_32,0.035873152532644566,1
gene_33,0.035873152532644566,1
gene_34,0.035873152532644566,1
gene_35,0.035873152532644566,1
gene_36,0.035873152532644566,1
gene_37,0.035873152532644566,1
gene_38,0.035873152532644566,1
gene_39,0.035873152532644566,1
gene_40,0.035873152532644566,1
gene_41,0.035873152532644566,1
gene_42,0.035873152532644566,1
gene_43,0.035873152532644566,1
gene_44,0.035873152532644566,1
gene_45,0.035873152532644566,1
gene_46,0.035873152532644566,1
gene_47,0.035873152532644566,1
gene_48,0.035873152532644566,1
gene_49,0.035873152532644566,1
gene_50,0.45509035208453585,0
gene_51,0.3037113527303651,0
gene_52,0.18111567254286404,0
gene_53,0.035873152532644566,0
gene_54,0.1519888830988362,0
gene_55,0.4607603617504607,0
gene_56,0.360973597359736,0
gene_57,0.4607603617504607,0
gene_58,0.1088020890001088,0
gene_59,0.14144271570014144,0
gene_60,0.22002200220022,0
gene_61,0.4607603617504607,0
gene_62,0.035873152532644566,0
gene_63,0.24233192550024238,0
gene_64,0.45509035208453585,0
gene_65,0.3460023421697008,0
gene_66,0.30147245493780145,0
gene_67,0.48072989117093534,0
gene_68,0.24233192550024238,0
gene_69,0.1275900785954884,0
gene_70,0.45509035208453585,0
gene_71,0.3234698469846985,0
gene_72,0.45509035208453585,0
gene_73,0.33003300330033003,0
gene_74,0.3460023421697008,0
gene_75,0.31845289792137105,0
gene_76,0.4346776141028737,0
gene_77,0.2786702511310734,0
gene_78,0.45509035208453585,0
gene_79,0.3037113527303651,0
gene_80,0.06111722283339445,0
gene_81,0.3234698469846985,0
gene_82,0.4607603617504607,0
gene_83,0.1664031949413429,0
gene_84,0.45509035208453585,0
gene_85,0.24233192550024238,0
gene_86,0.14144271570014144,0
gene_87,0.06111722283339445,0
gene_88,0.26941469657169803,0
gene_89,0.08438343834383438,0
gene_90,0.1275900785954884,0
gene_91,0.37192838454829935,0
gene_92,0.504950495049505,0
gene_93,0.48072989117093534,0
gene_94,0.06111722283339445,0
gene_95,0.5010622519741853,0
gene_96,0.035873152532644566,0
gene_97,0.035873152532644566,0
gene_98,0.41254125412541254,0
gene_99,0.14144271570014144,0
gene_100,0.4634506003791869,0
gene_101,0.19040365575019041,0
gene_102,0.22002200220022,0
gene_103,0.44243554790261636,0
gene_104,0.08438343834383438,0
gene_105,0.33003300330033003,0
gene_106,0.26941469657169803,0
gene_107,0.18111567254286404,0
gene_108,0.4607603617504607,0
gene_109,0.4634506003791869,0
gene_110,0.48072989117093534,0
gene_111,0.035873152532644566,0
gene_112,0.45509035208453585,0
gene_113,0.360973597359736,0
gene_114,0.41254125412541254,0
gene_115,0.4607603617504607,0
gene_116,0.4607603617504607,0
gene_117,0.31845289792137105,0
gene_118,0.31125867077725733,0
gene_119,0.4634506003791869,0
gene_120,0.31845289792137105,0
gene_121,0.1088020890001088,0
gene_122,0.19040365575019041,0
gene_123,0.38277023578646524,0
gene_124,0.4764074733833216,0
gene_125,0.1664031949413429,0
gene_126,0.08438343834383438,0
gene_127,0.3536067892503536,0
gene_128,0.035873152532644566,0
gene_129,0.43101325057878914,0
gene_130,0.44243554790261636,0
gene_131,0.19040365575019041,0
gene_132,0.26941469657169803,0
gene_133,0.1275900785954884,0
gene_134,0.18111567254286404,0
gene_135,0.1519888830988362,0
gene_136,0.3381485689552562,0
gene_137,0.3037113527303651,0
gene_138,0.3536067892503536,0
gene_139,0.1519888830988362,0
gene_140,0.45509035208453585,0
gene_141,0.45509035208453585,0
gene_142,0.25783828382838286,0
gene_143,0.1519888830988362,0
gene_144,0.45509035208453585,0
gene_145,0.06111722283339445,0
gene_146,0.45509035208453585,0
gene_147,0.4849464538290564,0
gene_148,0.43101325057878914,0
gene_149,0.19040365575019041,0
gene_150,0.2786702511310734,0
gene_151,0.5010622519741853,0
gene_152,0.33003300330033003,0
gene_153,0.06111722283339445,0
gene_154,0.1664031949413429,0
gene_155,0.45220868240670226,0
gene_156,0.45509035208453585,0
gene_157,0.035873152532644566,0
gene_158,0.24233192550024238,0
gene_159,0.14144271570014144,0
gene_160,0.2893146457502893,0
gene_161,0.035873152532644566,0
gene_162,0.035873152532644566,0
gene_163,0.1519888830988362,0
gene_164,0.08438343834383438,0
gene_165,0.1519888830988362,0
gene_166,0.06111722283339445,0
gene_167,0.035873152532644566,0
gene_168,0.31125867077725733,0
gene_169,0.035873152532644566,0
gene_170,0.3037113527303651,0
gene_171,0.08438343834383438,0
