,pval_sim_fdr_bh,spatially_variable
gene_0,0.03808073115003808,1
gene_1,0.03808073115003808,1
gene_2,0.03808073115003808,1
gene_3,0.03808073115003808,1
gene_4,0.03808073115003808,1
gene_5,0.03808073115003808,1
gene_6,0.03808073115003808,1
gene_7,0.03808073115003808,1
gene_8,0.03808073115003808,1
gene_9,0.03808073115003808,1
gene_10,0.03808073115003808,1
gene_11,0.03808073115003808,1
gene_12,0.03808073115003808,1
gene_13,0.03808073115003808,1
gene_14,0.03808073115003808,1
gene_15,0.03808073115003808,1
gene_16,0.03808073115003808,1
gene_17,0.03808073115003808,1
gene_18,0.03808073115003808,1
gene_19,0.03808073115003808,1
gene_20,0.03808073115003808,1
gene_21,0.03808073115003808,1
gene_22,0.03808073115003808,1
gene_23,0.03808073115003808,1
gene_24,0.03808073115003808,1
gene_25,0.03808073115003808,1
gene_26,0.03808073115003808,1
gene_27,0.03808073115003808,1
gene_28,0.03808073115003808,1
gene_29,0.03808073115003808,1
gene_30,0.03808073115003808,1
gene_31,0.03808073115003808,1
gene_32,0.03808073115003808,1
gene_33,0.03808073115003808,1
gene_34,0.03808073115003808,1
gene_35,0.03808073115003808,1
gene_36,0.03808073115003808,1
gene_37,0.03808073115003808,1
gene_38,0.03808073115003808,1
gene_39,0.03808073115003808,1
gene_40,0.03808073115003808,1
gene_41,0.03808073115003808,1
gene_42,0.03808073115003808,1
gene_43,0.03808073115003808,1
gene_44,0.03808073115003808,1
gene_45,0.03808073115003808,1
gene_46,0.03808073115003808,1
gene_47,0.03808073115003808,1
gene_48,0.03808073115003808,1
gene_49,0.03808073115003808,1
gene_50,0.26453026982087524,0
gene_51,0.41254125412541254,0
gene_52,0.43095827439886847,0
gene_53,0.275027502750275,0
gene_54,0.2062706270627063,0
gene_55,0.4263584253162158,0
gene_56,0.34503450345034503,0
gene_57,0.2062706270627063,0
gene_58,0.3597743495279761,0
gene_59,0.09055783627143202,0
gene_60,0.4263584253162158,0
gene_61,0.49504950495049505,0
gene_62,0.3859256893431278,0
gene_63,0.41254125412541254,0
gene_64,0.1428027418126428,0
gene_65,0.43095827439886847,0
gene_66,0.31332247148765513,0
gene_67,0.09055783627143202,0
gene_68,0.4263584253162158,0
gene_69,0.2062706270627063,0
gene_70,0.39289643250039286,0
gene_71,0.275027502750275,0
gene_72,0.11001100110011001,0
gene_73,0.3829112192987255,0
gene_74,0.42949500429495,0
gene_75,0.4263584253162158,0
gene_76,0.3597743495279761,0
gene_77,0.4263584253162158,0
gene_78,0.09055783627143202,0
gene_79,0.43095827439886847,0
gene_80,0.09055783627143202,0
gene_81,0.22136359977461162,0
gene_82,0.06600660066006601,0
gene_83,0.4263584253162158,0
gene_84,0.4869339392955689,0
gene_85,0.2882137528821376,0
gene_86,0.4263584253162158,0
gene_87,0.4279633570833719,0
gene_88,0.30341743851804537,0
gene_89,0.3829112192987255,0
gene_90,0.43095827439886847,0
gene_91,0.03808073115003808,0
gene_92,0.46800898577252686,0
gene_93,0.504950495049505,0
gene_94,0.3859256893431278,0
gene_95,0.03808073115003808,0
gene_96,0.4654311585004654,0
gene_97,0.2376237623762376,0
gene_98,0.1428027418126428,0
gene_99,0.39289643250039286,0
gene_100,0.46800898577252686,0
gene_101,0.11001100110011001,0
gene_102,0.26453026982087524,0
gene_103,0.2828854314002829,0
gene_104,0.3361447255836695,0
gene_105,0.4263584253162158,0
gene_106,0.4279633570833719,0
gene_107,0.2931214174048984,0
gene_108,0.13027618551328818,0
gene_109,0.2931214174048984,0
gene_110,0.19541427826993224,0
gene_111,0.4167508587593453,0
gene_112,0.4607603617504607,0
gene_113,0.15751575157515754,0
gene_114,0.25337179387230063,0
gene_115,0.42949500429495,0
gene_116,0.06600660066006601,0
gene_117,0.4167508587593453,0
gene_118,0.4263584253162158,0
gene_119,0.25337179387230063,0
gene_120,0.3775801308944454,0
gene_121,0.31332247148765513,0
gene_122,0.3677510608203678,0
gene_123,0.06600660066006601,0
gene_124,0.03808073115003808,0
gene_125,0.4263584253162158,0
gene_126,0.09055783627143202,0
gene_127,0.2931214174048984,0
gene_128,0.13027618551328818,0
gene_129,0.15751575157515754,0
gene_130,0.4451103005037346,0
gene_131,0.48072989117093534,0
gene_132,0.3677510608203678,0
gene_133,0.03808073115003808,0
gene_134,0.3228583727938011,0
gene_135,0.30341743851804537,0
gene_136,0.2828854314002829,0
gene_137,0.19541427826993224,0
gene_138,0.4279633570833719,0
gene_139,0.03808073115003808,0
gene_140,0.4451103005037346,0
gene_141,0.35151444138496685,0
gene_142,0.2062706270627063,0
gene_143,0.13027618551328818,0
gene_144,0.4744224422442245,0
gene_145,0.09055783627143202,0
gene_146,0.4263584253162158,0
gene_147,0.504950495049505,0
gene_148,0.4167508587593453,0
gene_149,0.4654311585004654,0
gene_150,0.4279633570833719,0
gene_151,0.3677510608203678,0
gene_152,0.3859256893431278,0
gene_153,0.4869339392955689,0
gene_154,0.42949500429495,0
gene_155,0.2882137528821376,0
gene_156,0.2882137528821376,0
gene_157,0.1428027418126428,0
gene_158,0.2931214174048984,0
gene_159,0.4451103005037346,0
gene_160,0.03808073115003808,0
gene_161,0.11001100110011001,0
gene_162,0.2828854314002829,0
gene_163,0.03808073115003808,0
gene_164,0.03808073115003808,0
gene_165,0.31332247148765513,0
gene_166,0.03808073115003808,0
gene_167,0.2882137528821376,0
gene_168,0.2828854314002829,0
gene_169,0.2882137528821376,0
gene_170,0.1428027418126428,0
gene_171,0.34503450345034503,0
gene_172,0.2062706270627063,0
gene_173,0.15751575157515754,0
gene_174,0.43095827439886847,0
gene_175,0.19541427826993224,0
gene_176,0.06600660066006601,0
gene_177,0.2931214174048984,0
gene_178,0.1428027418126428,0
gene_179,0.41254125412541254,0
gene_180,0.03808073115003808,0
gene_181,0.06600660066006601,0
gene_182,0.06600660066006601,0
gene_183,0.03808073115003808,0
gene_184,0.06600660066006601,0
gene_185,0.46800898577252686,0
gene_186,0.49904183966783777,0
gene_187,0.275027502750275,0
gene_188,0.4263584253162158,0
gene_189,0.09055783627143202,0
gene_190,0.3228583727938011,0
gene_191,0.11001100110011001,0
gene_192,0.3228583727938011,0
gene_193,0.4167508587593453,0
gene_194,0.42949500429495,0
gene_195,0.13027618551328818,0
gene_196,0.06600660066006601,0
gene_197,0.2376237623762376,0
gene_198,0.22136359977461162,0
gene_199,0.15751575157515754,0
gene_200,0.48072989117093534,0
gene_201,0.4654311585004654,0
gene_202,0.1428027418126428,0
gene_203,0.3829112192987255,0
gene_204,0.35151444138496685,0
gene_205,0.1428027418126428,0
gene_206,0.3597743495279761,0
gene_207,0.11001100110011001,0
gene_208,0.30341743851804537,0
gene_209,0.42949500429495,0
gene_210,0.3829112192987255,0
gene_211,0.15751575157515754,0
gene_212,0.4744224422442245,0
gene_213,0.03808073115003808,0
gene_214,0.03808073115003808,0
gene_215,0.46800898577252686,0
gene_216,0.2828854314002829,0
gene_217,0.3859256893431278,0
gene_218,0.2062706270627063,0
gene_219,0.49904183966783777,0
gene_220,0.4263584253162158,0
gene_221,0.11001100110011001,0
gene_222,0.22136359977461162,0
gene_223,0.2931214174048984,0
gene_224,0.275027502750275,0
gene_225,0.35151444138496685,0
gene_226,0.39289643250039286,0
gene_227,0.34503450345034503,0
gene_228,0.4539755285572225,0
gene_229,0.13027618551328818,0
gene_230,0.03808073115003808,0
gene_231,0.26453026982087524,0
gene_232,0.49904183966783777,0
gene_233,0.06600660066006601,0
gene_234,0.1428027418126428,0
gene_235,0.3859256893431278,0
gene_236,0.26453026982087524,0
gene_237,0.1783962180001784,0
gene_238,0.4451103005037346,0
gene_239,0.4279633570833719,0
gene_240,0.15751575157515754,0
gene_241,0.1428027418126428,0
gene_242,0.11001100110011001,0
gene_243,0.2882137528821376,0
gene_244,0.06600660066006601,0
gene_245,0.3775801308944454,0
gene_246,0.4607603617504607,0
gene_247,0.11001100110011001,0
gene_248,0.03808073115003808,0
gene_249,0.35151444138496685,0
