,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,spatially_variable
gene_0,0.5532997652497417,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00020249056648650283,0.0,0.0,0.03808073115003808,1
gene_1,0.8983114121086718,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002780412326339688,0.0,0.0,0.03808073115003808,1
gene_2,0.9129314836060464,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00033704440488228237,0.0,0.0,0.03808073115003808,1
gene_3,0.5562706659695239,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00017170885156270817,0.0,0.0,0.03808073115003808,1
gene_4,0.9211397489795082,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0004218881341713587,0.0,0.0,0.03808073115003808,1
gene_5,0.9103324321124057,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00036429020280117475,0.0,0.0,0.03808073115003808,1
gene_6,0.9045040589183914,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00036521268237875416,0.0,0.0,0.03808073115003808,1
gene_7,0.6915169765258461,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002457073648465415,0.0,0.0,0.03808073115003808,1
gene_8,0.9199065581392818,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0004875133762307705,0.0,0.0,0.03808073115003808,1
gene_9,0.8173720487694119,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.000355232029319809,0.0,0.0,0.03808073115003808,1
gene_10,0.6775080101671572,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00022061775422297516,0.0,0.0,0.03808073115003808,1
gene_11,0.7745452464559918,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003476075815319845,0.0,0.0,0.03808073115003808,1
gene_12,0.7952606555020045,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.000297154979835271,0.0,0.0,0.03808073115003808,1
gene_13,0.6216353189814133,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002083869010169769,0.0,0.0,0.03808073115003808,1
gene_14,0.8060783156204328,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002553586304982691,0.0,0.0,0.03808073115003808,1
gene_15,0.8965843538469573,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003833213760886092,0.0,0.0,0.03808073115003808,1
gene_16,0.8119201669110623,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00027984318804956116,0.0,0.0,0.03808073115003808,1
gene_17,0.8934416805185074,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.000344904078852746,0.0,0.0,0.03808073115003808,1
gene_18,0.9135330564373845,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.000378694088803405,0.0,0.0,0.03808073115003808,1
gene_19,0.5929518511387883,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.000202953759000126,0.0,0.0,0.03808073115003808,1
gene_20,0.9137828364187691,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00040253077421951387,0.0,0.0,0.03808073115003808,1
gene_21,0.9144848752739392,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00038906216077472954,0.0,0.0,0.03808073115003808,1
gene_22,0.5962224902083086,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0001854115519447341,0.0,0.0,0.03808073115003808,1
gene_23,0.5761115122723584,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00018144348116375206,0.0,0.0,0.03808073115003808,1
gene_24,0.5513228442872562,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00024154244952635353,0.0,0.0,0.03808073115003808,1
gene_25,0.9338176006739083,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00038909601525830755,0.0,0.0,0.03808073115003808,1
gene_26,0.8287438736105126,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00031879268689757737,0.0,0.0,0.03808073115003808,1
gene_27,0.891126695030663,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00041853158306247453,0.0,0.0,0.03808073115003808,1
gene_28,0.7994724459507191,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00030132652799926517,0.0,0.0,0.03808073115003808,1
gene_29,0.8588678115014151,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00039162581666255756,0.0,0.0,0.03808073115003808,1
gene_30,0.8441934964787579,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00033293375932798216,0.0,0.0,0.03808073115003808,1
gene_31,0.8212940713589681,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003651559949790733,0.0,0.0,0.03808073115003808,1
gene_32,0.84165928730188,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00028105883885986963,0.0,0.0,0.03808073115003808,1
gene_33,0.8599110515678329,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00036068290351407494,0.0,0.0,0.03808073115003808,1
gene_34,0.939108318738131,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003982947722891607,0.0,0.0,0.03808073115003808,1
gene_35,0.6129793923097219,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002398001462132374,0.0,0.0,0.03808073115003808,1
gene_36,0.6119795859563862,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002381055864778858,0.0,0.0,0.03808073115003808,1
