,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,spatially_variable
gene_0,0.7125898327198366,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00024516012773677636,0.0,0.0,0.03640069889341875,1
gene_1,0.8545339869891556,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00037137000406620076,0.0,0.0,0.03640069889341875,1
gene_2,0.8671332224169198,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00035108617023118534,0.0,0.0,0.03640069889341875,1
gene_3,0.9239626283642421,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00031275928422981966,0.0,0.0,0.03640069889341875,1
gene_4,0.5672019279124363,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00019796283296218177,0.0,0.0,0.03640069889341875,1
gene_5,0.9345119622143405,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0004550737815286233,0.0,0.0,0.03640069889341875,1
gene_6,0.8118414580079983,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003552633532808891,0.0,0.0,0.03640069889341875,1
gene_7,0.9250713664330433,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00031793457571960336,0.0,0.0,0.03640069889341875,1
gene_8,0.8458781580248378,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0002655757199090674,0.0,0.0,0.03640069889341875,1
gene_9,0.8896675368300939,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003452889480416919,0.0,0.0,0.03640069889341875,1
gene_10,0.8320893472141108,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0004205452415700961,0.0,0.0,0.03640069889341875,1
gene_11,0.8708750029409882,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00020929582007346128,0.0,0.0,0.03640069889341875,1
gene_12,0.9579517304247568,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00030496781913175663,0.0,0.0,0.03640069889341875,1
gene_13,0.9385920647159725,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.00032210695913918735,0.0,0.0,0.03640069889341875,1
gene_14,0.8510835783544152,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.000332758854593774,0.0,0.0,0.03640069889341875,1
gene_15,0.8472525006221531,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.000354774486288598,0.0,0.0,0.03640069889341875,1
gene_16,0.7549910957866381,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.000334554711946447,0.0,0.0,0.03640069889341875,1
gene_17,0.8769999404020999,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003244588469877301,0.0,0.0,0.03640069889341875,1
