,adjustedPval,spatially_variable
gene_0,3.46440300400806e-74,1
gene_1,7.96892252715631e-53,1
gene_10,2.67584072309292e-241,1
gene_100,1,0
gene_101,1,0
gene_102,1,0
gene_103,1,0
gene_104,1,0
gene_105,1,0
gene_106,1,0
gene_107,1,0
gene_108,0.451901729535763,0
gene_109,1,0
gene_11,3.05371641154614e-35,1
gene_110,1,0
gene_111,0.427870616999319,0
gene_112,1,0
gene_113,1,0
gene_114,1,0
gene_115,1,0
gene_116,1,0
gene_117,1,0
gene_118,1,0
gene_119,1,0
gene_12,4.02723715295372e-183,1
gene_120,1,0
gene_121,1,0
gene_122,1,0
gene_123,1,0
gene_124,1,0
gene_125,0.430836090912216,0
gene_126,1,0
gene_127,0.716066899447663,0
gene_128,1,0
gene_129,1,0
gene_13,1.45260509067079e-71,1
gene_130,1,0
gene_131,1,0
gene_132,1,0
gene_133,1,0
gene_134,1,0
gene_135,1,0
gene_136,1,0
gene_137,1,0
gene_138,1,0
gene_139,1,0
gene_14,1.82015529150471e-06,1
gene_140,1,0
gene_141,1,0
gene_142,1,0
gene_143,1,0
gene_144,1,0
gene_145,1,0
gene_146,1,0
gene_147,1,0
gene_148,1,0
gene_149,1,0
gene_15,1.71135433731766e-23,1
gene_150,1,0
gene_151,1,0
gene_152,1,0
gene_153,1,0
gene_154,1,0
gene_155,1,0
gene_156,1,0
gene_157,1,0
gene_158,1,0
gene_159,1,0
gene_16,1.12837052252699e-43,1
gene_160,1,0
gene_161,1,0
gene_162,1,0
gene_163,1,0
gene_164,1,0
gene_165,1,0
gene_166,1,0
gene_167,1,0
gene_168,1,0
gene_169,1,0
gene_17,6.95978947970598e-105,1
gene_170,1,0
gene_171,1,0
gene_172,1,0
gene_173,1,0
gene_174,1,0
gene_175,1,0
gene_176,1,0
gene_177,1,0
gene_178,1,0
gene_179,1,0
gene_18,1.52588742990965e-60,1
gene_180,1,0
gene_181,1,0
gene_182,1,0
gene_183,1,0
gene_184,1,0
gene_185,1,0
gene_186,1,0
gene_187,1,0
gene_188,1,0
gene_189,1,0
gene_19,0,1
gene_190,1,0
gene_191,1,0
gene_192,1,0
gene_193,1,0
gene_194,1,0
gene_195,1,0
gene_196,1,0
gene_197,1,0
gene_198,1,0
gene_199,1,0
gene_2,1.12318305871205e-169,1
gene_20,9.10874582325534e-104,1
gene_200,1,0
gene_201,1,0
gene_202,1,0
gene_203,1,0
gene_204,1,0
gene_205,1,0
gene_206,1,0
gene_207,1,0
gene_208,1,0
gene_209,1,0
gene_21,5.58442083675522e-50,1
gene_210,1,0
gene_211,1,0
gene_212,1,0
gene_213,1,0
gene_214,1,0
gene_215,1,0
gene_216,0.955129144772534,0
gene_217,1,0
gene_218,1,0
gene_219,1,0
gene_22,5.64323436028449e-60,1
gene_220,1,0
gene_221,1,0
gene_222,1,0
gene_223,1,0
gene_224,1,0
gene_225,1,0
gene_226,1,0
gene_227,1,0
gene_228,1,0
gene_229,1,0
gene_23,4.65252856559094e-51,1
gene_230,1,0
gene_231,1,0
gene_232,0.289411140184799,0
gene_233,1,0
gene_234,1,0
gene_235,1,0
gene_236,1,0
gene_237,1,0
gene_238,1,0
gene_239,1,0
gene_24,2.43062317748246e-33,1
gene_240,1,0
gene_241,1,0
gene_242,1,0
gene_243,1,0
gene_244,1,0
gene_245,1,0
gene_246,1,0
gene_247,1,0
gene_248,1,0
gene_249,0.184787902218275,0
gene_25,4.41470472924371e-143,1
gene_26,2.96073282616199e-198,1
gene_27,2.13312039153803e-56,1
gene_28,8.76066625188979e-64,1
gene_29,9.10874582325534e-104,1
gene_3,2.04707661933555e-70,1
gene_30,2.06480943557474e-16,1
gene_31,6.34031544584511e-08,1
gene_32,1.86170824394332e-36,1
gene_33,1.58852772530888e-58,1
gene_34,9.35793866982025e-114,1
gene_35,5.96232143460593e-48,1
gene_36,3.69209184302579e-60,1
gene_37,3.6143220240891e-234,1
gene_38,2.27809808616768e-31,1
gene_39,2.53788416171701e-59,1
gene_4,2.4219629799304e-19,1
gene_40,7.46555184519019e-141,1
gene_41,3.22896245359796e-24,1
gene_42,1.43715400931935e-121,1
gene_43,1.56637967394456e-160,1
gene_44,2.14896657422438e-100,1
gene_45,6.16713104413403e-24,1
gene_46,6.16584817954467e-180,1
gene_47,2.81144911555634e-83,1
gene_48,1.0831183467296e-07,1
gene_49,1.66368934194862e-40,1
gene_5,2.09418453032919e-262,1
gene_50,1,0
gene_51,1,0
gene_52,1,0
gene_53,1,0
gene_54,1,0
gene_55,1,0
gene_56,1,0
gene_57,1,0
gene_58,1,0
gene_59,1,0
gene_6,4.12827373178601e-64,1
gene_60,1,0
gene_61,1,0
gene_62,1,0
gene_63,1,0
gene_64,1,0
gene_65,1,0
gene_66,1,0
gene_67,1,0
gene_68,1,0
gene_69,1,0
gene_7,1.00620766256225e-90,1
gene_70,1,0
gene_71,1,0
gene_72,1,0
gene_73,1,0
gene_74,1,0
gene_75,1,0
gene_76,1,0
gene_77,1,0
gene_78,1,0
gene_79,1,0
gene_8,5.38189694311825e-60,1
gene_80,1,0
gene_81,1,0
gene_82,1,0
gene_83,1,0
gene_84,1,0
gene_85,1,0
gene_86,1,0
gene_87,1,0
gene_88,1,0
gene_89,1,0
gene_9,4.94141797037787e-65,1
gene_90,0.0510803450126429,0
gene_91,1,0
gene_92,1,0
gene_93,1,0
gene_94,1,0
gene_95,0.643568237809083,0
gene_96,1,0
gene_97,1,0
gene_98,1,0
gene_99,1,0
