,FSV,M,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval,spatially_variable
gene_0,0.916146615691528,4,0.9340906222436361,0.09136951925048864,-2550.4938701722886,-13.729994857893312,36.161011174405424,SE,2500,6.386289274054648e-07,9.197368291498881e-05,0.0031614303588867188,5132.283924388003,-3609.9995788693113,1059.5057086970228,0.0,0.0,1
gene_1,0.9524661554664631,4,6.090403061383408,0.04613059218038511,-737.3148105793771,-3.9335406334048684,1.994394767851265,SE,2500,2.0750351870277076e-06,0.0008068487406269525,0.0032372474670410156,1505.9258052021794,-3438.1549433691225,2700.8401327897454,0.0,0.0,1
gene_2,0.9733999502038255,4,11.377976770644345,0.021378153920276928,460.60708545741954,-9.618279444188857,2.010897299098321,SE,2500,2.97839320878122e-06,0.0034001693495829747,0.004095792770385742,-889.917986871414,-2487.0858520482157,2947.692937505635,0.0,0.0,1
gene_3,0.9434516805213736,4,0.9340906222436361,0.059833687195404515,-2477.5527937366774,-8.572716975425282,14.721622261806091,SE,2500,5.102178356669517e-07,0.0001452715527404859,0.005276918411254883,4986.40177151678,-3627.880655394129,1150.3278616574516,0.0,0.0,1
gene_4,0.9434751514634381,4,11.377976770644345,0.04686925069138241,-625.9918538882448,-50.47595900180858,9.929667922775726,SE,2500,8.663132725413705e-06,0.002468427236552701,0.003332853317260742,1283.2798918199148,-3596.088835699777,2970.0969818115323,0.0,0.0,1
gene_5,0.972749784264647,4,6.090403061383408,0.025894315939240627,-429.2044637843851,-25.72871544976524,7.457191397174815,SE,2500,4.302703266395768e-07,0.0004692773241642594,0.0044481754302978516,889.7051116121953,-3516.2449365364805,3087.0404727520954,0.0,0.0,1
gene_6,0.7606129882353179,4,6.090403061383408,0.2909192687339576,-1367.37166477231,6.4622082521705995,0.8210613266578671,SE,2500,2.5923932840880515e-05,0.0008122581418227443,0.003253459930419922,2766.039513588045,-3907.367016792835,2539.995352020525,0.0,0.0,1
gene_7,0.9102739213390101,4,0.9340906222436361,0.09839936898839165,-2107.483280287421,-21.354577195468465,85.95334548285764,SE,2500,6.007080323273001e-07,7.728298332630581e-05,0.003294706344604492,4246.262744618268,-3365.520899774988,1258.0376194875666,0.0,0.0,1
gene_8,0.8476933914517237,4,6.090403061383408,0.16607933266441613,-676.7466813541378,8.437058537564136,1.0265836329855087,SE,2500,1.2636058344443796e-05,0.0007136079801205431,0.003631591796875,1384.7895467517008,-3611.004236423105,2934.257555068967,0.0,0.0,1
gene_9,0.7306781449433227,4,6.090403061383408,0.3407070502620295,-590.0071933331599,-23.95553420136666,4.188246411963389,SE,2500,3.851234550955265e-05,0.001060800249204387,0.0032088756561279297,1211.310570709745,-2470.9518550837956,1880.9446617506358,0.0,0.0,1
