,pval_sim_fdr_bh,spatially_variable
gene_0,0.03437843784378438,1
gene_1,0.03437843784378438,1
gene_2,0.03437843784378438,1
gene_3,0.03437843784378438,1
gene_4,0.03437843784378438,1
gene_5,0.03437843784378438,1
gene_6,0.03437843784378438,1
gene_7,0.03437843784378438,1
gene_8,0.03437843784378438,1
gene_9,0.03437843784378438,1
gene_10,0.03437843784378438,1
gene_11,0.03437843784378438,1
gene_12,0.03437843784378438,1
gene_13,0.03437843784378438,1
gene_14,0.03437843784378438,1
gene_15,0.03437843784378438,1
gene_16,0.03437843784378438,1
gene_17,0.03437843784378438,1
gene_18,0.03437843784378438,1
gene_19,0.03437843784378438,1
gene_20,0.03437843784378438,1
gene_21,0.03437843784378438,1
gene_22,0.03437843784378438,1
gene_23,0.03437843784378438,1
gene_24,0.03437843784378438,1
gene_25,0.03437843784378438,1
gene_26,0.03437843784378438,1
gene_27,0.03437843784378438,1
gene_28,0.03437843784378438,1
gene_29,0.03437843784378438,1
gene_30,0.03437843784378438,1
gene_31,0.03437843784378438,1
gene_32,0.03437843784378438,1
gene_33,0.03437843784378438,1
gene_34,0.03437843784378438,1
gene_35,0.03437843784378438,1
gene_36,0.03437843784378438,1
gene_37,0.03437843784378438,1
gene_38,0.03437843784378438,1
gene_39,0.03437843784378438,1
gene_40,0.03437843784378438,1
gene_41,0.03437843784378438,1
gene_42,0.03437843784378438,1
gene_43,0.03437843784378438,1
gene_44,0.03437843784378438,1
gene_45,0.03437843784378438,1
gene_46,0.03437843784378438,1
gene_47,0.03437843784378438,1
gene_48,0.03437843784378438,1
gene_49,0.03437843784378438,1
gene_50,0.40174174485511377,0
gene_51,0.10646225912913872,0
gene_52,0.43101325057878914,0
gene_53,0.41040373467398555,0
gene_54,0.13027618551328818,0
gene_55,0.08535336292249915,0
gene_56,0.03437843784378438,0
gene_57,0.22317805551046907,0
gene_58,0.19204506657562306,0
gene_59,0.4167508587593453,0
gene_60,0.06188118811881188,0
gene_61,0.16193208105857315,0
gene_62,0.4992095848240286,0
gene_63,0.5030990903968445,0
gene_64,0.03437843784378438,0
gene_65,0.3053876816253054,0
gene_66,0.03437843784378438,0
gene_67,0.37666810159276803,0
gene_68,0.46129612961296135,0
gene_69,0.03437843784378438,0
gene_70,0.03437843784378438,0
gene_71,0.4950495049504951,0
gene_72,0.3692358186094853,0
gene_73,0.4445832932807844,0
gene_74,0.2586079503472735,0
gene_75,0.03437843784378438,0
gene_76,0.383861915603325,0
gene_77,0.06188118811881188,0
gene_78,0.27502750275027504,0
gene_79,0.2671130422394757,0
gene_80,0.42504250425042506,0
gene_81,0.46129612961296135,0
gene_82,0.23388165588212362,0
gene_83,0.22317805551046907,0
gene_84,0.504950495049505,0
gene_85,0.32487623762376233,0
gene_86,0.06188118811881188,0
gene_87,0.35769472901047333,0
gene_88,0.3320453996619174,0
gene_89,0.37666810159276803,0
gene_90,0.4389601521728527,0
gene_91,0.4950495049504951,0
gene_92,0.14418917619917332,0
gene_93,0.3320453996619174,0
gene_94,0.36155300923350764,0
gene_95,0.45004500450045004,0
gene_96,0.3320453996619174,0
gene_97,0.27502750275027504,0
gene_98,0.10646225912913872,0
gene_99,0.3053876816253054,0
gene_100,0.45109651152031094,0
gene_101,0.3949863071413524,0
gene_102,0.40174174485511377,0
gene_103,0.3053876816253054,0
gene_104,0.43101325057878914,0
gene_105,0.31733942625031736,0
gene_106,0.48853569567483063,0
gene_107,0.22317805551046907,0
gene_108,0.504950495049505,0
gene_109,0.13027618551328818,0
gene_110,0.504950495049505,0
gene_111,0.08535336292249915,0
gene_112,0.4445832932807844,0
gene_113,0.03437843784378438,0
gene_114,0.40174174485511377,0
gene_115,0.2671130422394757,0
gene_116,0.3053876816253054,0
gene_117,0.5030990903968445,0
gene_118,0.03437843784378438,0
gene_119,0.1768033946251768,0
gene_120,0.2586079503472735,0
gene_121,0.2494435490060634,0
gene_122,0.45109651152031094,0
gene_123,0.4583791712504584,0
gene_124,0.4445832932807844,0
gene_125,0.34090235370842475,0
gene_126,0.5030990903968445,0
gene_127,0.45109651152031094,0
gene_128,0.16193208105857315,0
gene_129,0.48404840484048406,0
gene_130,0.03437843784378438,0
gene_131,0.35769472901047333,0
gene_132,0.23388165588212362,0
gene_133,0.4929064335004929,0
gene_134,0.14418917619917332,0
gene_135,0.34944670937682,0
gene_136,0.10646225912913872,0
gene_137,0.36155300923350764,0
gene_138,0.23388165588212362,0
gene_139,0.48853569567483063,0
gene_140,0.14418917619917332,0
gene_141,0.48853569567483063,0
gene_142,0.32487623762376233,0
gene_143,0.32487623762376233,0
gene_144,0.27502750275027504,0
gene_145,0.31733942625031736,0
gene_146,0.03437843784378438,0
gene_147,0.5030990903968445,0
gene_148,0.3320453996619174,0
gene_149,0.10646225912913872,0
gene_150,0.08535336292249915,0
gene_151,0.1768033946251768,0
gene_152,0.23388165588212362,0
gene_153,0.2586079503472735,0
gene_154,0.41040373467398555,0
gene_155,0.34944670937682,0
gene_156,0.16193208105857315,0
gene_157,0.14418917619917332,0
gene_158,0.28431897243778437,0
gene_159,0.23388165588212362,0
gene_160,0.03437843784378438,0
gene_161,0.1768033946251768,0
gene_162,0.4772898814545131,0
gene_163,0.36155300923350764,0
gene_164,0.06188118811881188,0
gene_165,0.3692358186094853,0
gene_166,0.4167508587593453,0
gene_167,0.45004500450045004,0
gene_168,0.08535336292249915,0
gene_169,0.03437843784378438,0
gene_170,0.14418917619917332,0
gene_171,0.21155961750021154,0
gene_172,0.5030990903968445,0
gene_173,0.4992095848240286,0
gene_174,0.06188118811881188,0
gene_175,0.48404840484048406,0
gene_176,0.2494435490060634,0
