,pval_sim_fdr_bh,spatially_variable
gene_0,0.040577828274630745,1
gene_1,0.040577828274630745,1
gene_2,0.040577828274630745,1
gene_3,0.040577828274630745,1
gene_4,0.040577828274630745,1
gene_5,0.040577828274630745,1
gene_6,0.040577828274630745,1
gene_7,0.040577828274630745,1
gene_8,0.040577828274630745,1
gene_9,0.040577828274630745,1
gene_10,0.040577828274630745,1
gene_11,0.040577828274630745,1
gene_12,0.040577828274630745,1
gene_13,0.040577828274630745,1
gene_14,0.040577828274630745,1
gene_15,0.040577828274630745,1
gene_16,0.040577828274630745,1
gene_17,0.040577828274630745,1
gene_18,0.040577828274630745,1
gene_19,0.040577828274630745,1
gene_20,0.040577828274630745,1
gene_21,0.040577828274630745,1
gene_22,0.040577828274630745,1
gene_23,0.040577828274630745,1
gene_24,0.040577828274630745,1
gene_25,0.040577828274630745,1
gene_26,0.040577828274630745,1
gene_27,0.040577828274630745,1
gene_28,0.040577828274630745,1
gene_29,0.040577828274630745,1
gene_30,0.040577828274630745,1
gene_31,0.040577828274630745,1
gene_32,0.040577828274630745,1
gene_33,0.040577828274630745,1
gene_34,0.040577828274630745,1
gene_35,0.040577828274630745,1
gene_36,0.040577828274630745,1
gene_37,0.040577828274630745,1
gene_38,0.040577828274630745,1
gene_39,0.040577828274630745,1
gene_40,0.040577828274630745,1
gene_41,0.040577828274630745,1
gene_42,0.040577828274630745,1
gene_43,0.040577828274630745,1
gene_44,0.040577828274630745,1
gene_45,0.040577828274630745,1
gene_46,0.040577828274630745,1
gene_47,0.040577828274630745,1
gene_48,0.040577828274630745,1
gene_49,0.040577828274630745,1
gene_50,0.34503450345034503,0
gene_51,0.36155300923350764,0
gene_52,0.3536067892503536,0
gene_53,0.18879006544722268,0
gene_54,0.1316621023804508,0
gene_55,0.42597282984112367,0
gene_56,0.3536067892503536,0
gene_57,0.37666810159276803,0
gene_58,0.4223171132279105,0
gene_59,0.16986992816928753,0
gene_60,0.4105288577638252,0
gene_61,0.383861915603325,0
gene_62,0.38878233373075527,0
gene_63,0.09282178217821782,0
gene_64,0.2950626188446659,0
gene_65,0.34503450345034503,0
gene_66,0.2882137528821376,0
gene_67,0.18879006544722268,0
gene_68,0.3536067892503536,0
