,pval_sim_fdr_bh,spatially_variable
gene_0,0.035873152532644566,1
gene_1,0.035873152532644566,1
gene_2,0.035873152532644566,1
gene_3,0.035873152532644566,1
gene_4,0.035873152532644566,1
gene_5,0.035873152532644566,1
gene_6,0.035873152532644566,1
gene_7,0.035873152532644566,1
gene_8,0.035873152532644566,1
gene_9,0.035873152532644566,1
gene_10,0.035873152532644566,1
gene_11,0.035873152532644566,1
gene_12,0.035873152532644566,1
gene_13,0.035873152532644566,1
gene_14,0.035873152532644566,1
gene_15,0.035873152532644566,1
gene_16,0.035873152532644566,1
gene_17,0.035873152532644566,1
gene_18,0.035873152532644566,1
gene_19,0.035873152532644566,1
gene_20,0.035873152532644566,1
gene_21,0.035873152532644566,1
gene_22,0.035873152532644566,1
gene_23,0.035873152532644566,1
gene_24,0.035873152532644566,1
gene_25,0.035873152532644566,1
gene_26,0.035873152532644566,1
gene_27,0.035873152532644566,1
gene_28,0.035873152532644566,1
gene_29,0.035873152532644566,1
gene_30,0.035873152532644566,1
gene_31,0.035873152532644566,1
gene_32,0.035873152532644566,1
gene_33,0.035873152532644566,1
gene_34,0.035873152532644566,1
gene_35,0.035873152532644566,1
gene_36,0.035873152532644566,1
gene_37,0.035873152532644566,1
gene_38,0.035873152532644566,1
gene_39,0.035873152532644566,1
gene_40,0.035873152532644566,1
gene_41,0.035873152532644566,1
gene_42,0.035873152532644566,1
gene_43,0.035873152532644566,1
gene_44,0.035873152532644566,1
gene_45,0.035873152532644566,1
gene_46,0.035873152532644566,1
gene_47,0.035873152532644566,1
gene_48,0.035873152532644566,1
gene_49,0.035873152532644566,1
gene_50,0.4082882515055629,0
gene_51,0.2922167216721673,0
gene_52,0.4724538843925887,0
gene_53,0.3278473542718511,0
gene_54,0.135013501350135,0
gene_55,0.18879006544722268,0
gene_56,0.45004500450045,0
gene_57,0.3474031613687684,0
gene_58,0.3474031613687684,0
gene_59,0.1547029702970297,0
gene_60,0.33823258102207737,0
gene_61,0.06266449429753101,0
gene_62,0.035873152532644566,0
gene_63,0.035873152532644566,0
gene_64,0.45004500450045,0
gene_65,0.4395299343018414,0
gene_66,0.35953316001991265,0
gene_67,0.33823258102207737,0
gene_68,0.4634506003791869,0
gene_69,0.44079750440797505,0
gene_70,0.035873152532644566,0
gene_71,0.08343530982311714,0
gene_72,0.271012502710125,0
gene_73,0.26055237102657636,0
gene_74,0.4724538843925887,0
gene_75,0.035873152532644566,0
gene_76,0.035873152532644566,0
gene_77,0.3515976597659766,0
gene_78,0.48072989117093534,0
gene_79,0.31776826331281777,0
gene_80,0.10422094841063054,0
gene_81,0.20456591113656822,0
gene_82,0.49904183966783777,0
gene_83,0.3278473542718511,0
gene_84,0.44079750440797505,0
gene_85,0.4431665874010982,0
gene_86,0.3867574257425742,0
gene_87,0.1156657721846951,0
gene_88,0.4145734770521387,0
gene_89,0.37261790695198554,0
gene_90,0.08343530982311714,0
gene_91,0.1156657721846951,0
gene_92,0.035873152532644566,0
gene_93,0.4568053371860791,0
gene_94,0.3515976597659766,0
gene_95,0.06266449429753101,0
gene_96,0.1156657721846951,0
gene_97,0.10422094841063054,0
gene_98,0.4185201128808533,0
gene_99,0.4145734770521387,0
gene_100,0.4145734770521387,0
gene_101,0.3515976597659766,0
gene_102,0.3515976597659766,0
gene_103,0.4145734770521387,0
gene_104,0.46800898577252686,0
gene_105,0.2195784094538486,0
gene_106,0.4145734770521387,0
gene_107,0.2922167216721673,0
gene_108,0.23573785950023574,0
gene_109,0.44079750440797505,0
gene_110,0.06266449429753101,0
gene_111,0.3474031613687684,0
gene_112,0.1547029702970297,0
gene_113,0.06266449429753101,0
gene_114,0.3867574257425742,0
gene_115,0.2922167216721673,0
gene_116,0.06266449429753101,0
gene_117,0.3692358186094853,0
gene_118,0.33823258102207737,0
gene_119,0.08343530982311714,0
gene_120,0.3474031613687684,0
gene_121,0.3474031613687684,0
gene_122,0.3515976597659766,0
gene_123,0.035873152532644566,0
gene_124,0.44079750440797505,0
gene_125,0.2849205783887741,0
gene_126,0.035873152532644566,0
gene_127,0.08343530982311714,0
gene_128,0.442008486562942,0
gene_129,0.44079750440797505,0
gene_130,0.4145734770521387,0
gene_131,0.4568053371860791,0
gene_132,0.10422094841063054,0
gene_133,0.35953316001991265,0
gene_134,0.2494435490060634,0
gene_135,0.06266449429753101,0
gene_136,0.18879006544722268,0
gene_137,0.10422094841063054,0
gene_138,0.2195784094538486,0
gene_139,0.33823258102207737,0
gene_140,0.2494435490060634,0
gene_141,0.035873152532644566,0
gene_142,0.4395299343018414,0
gene_143,0.504950495049505,0
gene_144,0.49904183966783777,0
gene_145,0.1156657721846951,0
gene_146,0.271012502710125,0
gene_147,0.06266449429753101,0
gene_148,0.35953316001991265,0
gene_149,0.035873152532644566,0
gene_150,0.18879006544722268,0
gene_151,0.37261790695198554,0
gene_152,0.2195784094538486,0
gene_153,0.10422094841063054,0
gene_154,0.3474031613687684,0
gene_155,0.4145734770521387,0
gene_156,0.3278473542718511,0
gene_157,0.442008486562942,0
gene_158,0.10422094841063054,0
gene_159,0.2849205783887741,0
gene_160,0.035873152532644566,0
gene_161,0.37261790695198554,0
gene_162,0.18879006544722268,0
gene_163,0.1156657721846951,0
gene_164,0.1156657721846951,0
gene_165,0.442008486562942,0
gene_166,0.33823258102207737,0
gene_167,0.37261790695198554,0
gene_168,0.4869339392955689,0
gene_169,0.3975786179654235,0
gene_170,0.26055237102657636,0
gene_171,0.26055237102657636,0
