,pval_sim_fdr_bh,spatially_variable
gene_0,0.03536067892503536,1
gene_1,0.03536067892503536,1
gene_2,0.03536067892503536,1
gene_3,0.03536067892503536,1
gene_4,0.03536067892503536,1
gene_5,0.03536067892503536,1
gene_6,0.03536067892503536,1
gene_7,0.03536067892503536,1
gene_8,0.03536067892503536,1
gene_9,0.03536067892503536,1
gene_10,0.03536067892503536,1
gene_11,0.03536067892503536,1
gene_12,0.03536067892503536,1
gene_13,0.03536067892503536,1
gene_14,0.03536067892503536,1
gene_15,0.03536067892503536,1
gene_16,0.03536067892503536,1
gene_17,0.03536067892503536,1
gene_18,0.03536067892503536,1
gene_19,0.03536067892503536,1
gene_20,0.03536067892503536,1
gene_21,0.03536067892503536,1
gene_22,0.03536067892503536,1
gene_23,0.03536067892503536,1
gene_24,0.03536067892503536,1
gene_25,0.03536067892503536,1
gene_26,0.03536067892503536,1
gene_27,0.03536067892503536,1
gene_28,0.03536067892503536,1
gene_29,0.03536067892503536,1
gene_30,0.03536067892503536,1
gene_31,0.03536067892503536,1
gene_32,0.03536067892503536,1
gene_33,0.03536067892503536,1
gene_34,0.03536067892503536,1
gene_35,0.03536067892503536,1
gene_36,0.03536067892503536,1
gene_37,0.03536067892503536,1
gene_38,0.03536067892503536,1
gene_39,0.03536067892503536,1
gene_40,0.03536067892503536,1
gene_41,0.03536067892503536,1
gene_42,0.03536067892503536,1
gene_43,0.03536067892503536,1
gene_44,0.03536067892503536,1
gene_45,0.03536067892503536,1
gene_46,0.03536067892503536,1
gene_47,0.03536067892503536,1
gene_48,0.03536067892503536,1
gene_49,0.03536067892503536,1
gene_50,0.35891089108910884,0
gene_51,0.33187676309530395,0
gene_52,0.33187676309530395,0
gene_53,0.31125867077725733,0
gene_54,0.4461819572515191,0
gene_55,0.13879892662163412,0
gene_56,0.31125867077725733,0
gene_57,0.48473597359735976,0
gene_58,0.12628813901798344,0
gene_59,0.3363108049935428,0
gene_60,0.29578429541067314,0
gene_61,0.320326150262085,0
gene_62,0.21369043379158056,0
gene_63,0.1076194575979337,0
gene_64,0.35003500350035005,0
gene_65,0.3369446892333212,0
gene_66,0.4010817748441511,0
gene_67,0.12628813901798344,0
gene_68,0.41819250418192505,0
gene_69,0.18111567254286404,0
gene_70,0.20471972009230996,0
gene_71,0.08840169731258839,0
gene_72,0.49707839636422657,0
gene_73,0.12628813901798344,0
gene_74,0.2657983919197289,0
gene_75,0.1519888830988362,0
gene_76,0.06513809275664409,0
gene_77,0.3037113527303651,0
gene_78,0.33187676309530395,0
gene_79,0.39082855653986454,0
gene_80,0.03536067892503536,0
gene_81,0.31125867077725733,0
gene_82,0.1664031949413429,0
gene_83,0.03536067892503536,0
gene_84,0.41819250418192505,0
gene_85,0.3369446892333212,0
gene_86,0.20471972009230996,0
gene_87,0.27324160987527324,0
gene_88,0.3826469603482088,0
gene_89,0.4784091854563608,0
gene_90,0.37986471914518183,0
gene_91,0.43616696471409255,0
gene_92,0.39143449228643795,0
gene_93,0.08840169731258839,0
gene_94,0.22502250225022505,0
gene_95,0.03536067892503536,0
gene_96,0.03536067892503536,0
gene_97,0.1949013799017697,0
gene_98,0.39143449228643795,0
gene_99,0.3037113527303651,0
gene_100,0.4271444843599404,0
gene_101,0.3369446892333212,0
gene_102,0.1076194575979337,0
gene_103,0.03536067892503536,0
gene_104,0.32907915068963545,0
gene_105,0.1664031949413429,0
gene_106,0.4217910580295698,0
gene_107,0.2657983919197289,0
gene_108,0.28378634041748124,0
gene_109,0.21369043379158056,0
gene_110,0.03536067892503536,0
gene_111,0.5010622519741853,0
gene_112,0.1076194575979337,0
gene_113,0.21369043379158056,0
gene_114,0.21369043379158056,0
gene_115,0.12628813901798344,0
gene_116,0.22502250225022505,0
gene_117,0.1664031949413429,0
gene_118,0.23898941618299765,0
gene_119,0.29578429541067314,0
gene_120,0.1076194575979337,0
gene_121,0.4217910580295698,0
gene_122,0.5010622519741853,0
gene_123,0.4784091854563608,0
gene_124,0.1519888830988362,0
gene_125,0.3409779753485553,0
gene_126,0.03536067892503536,0
gene_127,0.18111567254286404,0
gene_128,0.3409779753485553,0
gene_129,0.1519888830988362,0
gene_130,0.18111567254286404,0
gene_131,0.03536067892503536,0
gene_132,0.4431665874010982,0
gene_133,0.4217910580295698,0
gene_134,0.08840169731258839,0
gene_135,0.08840169731258839,0
gene_136,0.504950495049505,0
gene_137,0.3363108049935428,0
gene_138,0.06513809275664409,0
gene_139,0.13879892662163412,0
gene_140,0.4909581867277637,0
gene_141,0.13879892662163412,0
gene_142,0.4271444843599404,0
gene_143,0.3037113527303651,0
gene_144,0.39082855653986454,0
gene_145,0.4431665874010982,0
gene_146,0.20471972009230996,0
gene_147,0.1519888830988362,0
gene_148,0.3363108049935428,0
gene_149,0.27324160987527324,0
gene_150,0.03536067892503536,0
gene_151,0.49707839636422657,0
gene_152,0.47197516361805675,0
gene_153,0.504950495049505,0
gene_154,0.27324160987527324,0
gene_155,0.35003500350035005,0
gene_156,0.13879892662163412,0
gene_157,0.21369043379158056,0
gene_158,0.1076194575979337,0
gene_159,0.25430625254306255,0
gene_160,0.03536067892503536,0
gene_161,0.31125867077725733,0
gene_162,0.4271444843599404,0
gene_163,0.03536067892503536,0
gene_164,0.27324160987527324,0
gene_165,0.03536067892503536,0
gene_166,0.23898941618299765,0
gene_167,0.13879892662163412,0
gene_168,0.06513809275664409,0
gene_169,0.3363108049935428,0
gene_170,0.1076194575979337,0
gene_171,0.06513809275664409,0
gene_172,0.4217910580295698,0
gene_173,0.20471972009230996,0
gene_174,0.1519888830988362,0
gene_175,0.504950495049505,0
gene_176,0.3363108049935428,0
gene_177,0.41819250418192505,0
gene_178,0.3409779753485553,0
gene_179,0.3826469603482088,0
gene_180,0.12628813901798344,0
gene_181,0.3369446892333212,0
gene_182,0.3369446892333212,0
gene_183,0.39143449228643795,0
gene_184,0.33187676309530395,0
gene_185,0.12628813901798344,0
gene_186,0.08840169731258839,0
gene_187,0.03536067892503536,0
gene_188,0.2657983919197289,0
gene_189,0.13879892662163412,0
gene_190,0.20471972009230996,0
gene_191,0.320326150262085,0
gene_192,0.39143449228643795,0
gene_193,0.33187676309530395,0
gene_194,0.32907915068963545,0
gene_195,0.47197516361805675,0
gene_196,0.39143449228643795,0
gene_197,0.35891089108910884,0
gene_198,0.3409779753485553,0
gene_199,0.08840169731258839,0
gene_200,0.27324160987527324,0
gene_201,0.1949013799017697,0
gene_202,0.3826469603482088,0
gene_203,0.20471972009230996,0
gene_204,0.4654311585004654,0
gene_205,0.03536067892503536,0
gene_206,0.3369446892333212,0
gene_207,0.13879892662163412,0
gene_208,0.4909581867277637,0
gene_209,0.3369446892333212,0
gene_210,0.03536067892503536,0
gene_211,0.06513809275664409,0
gene_212,0.48473597359735976,0
gene_213,0.06513809275664409,0
gene_214,0.33187676309530395,0
gene_215,0.08840169731258839,0
gene_216,0.1949013799017697,0
gene_217,0.320326150262085,0
gene_218,0.1664031949413429,0
gene_219,0.28378634041748124,0
