,pval_sim_fdr_bh,spatially_variable
gene_0,0.03536067892503536,1
gene_1,0.03536067892503536,1
gene_2,0.03536067892503536,1
gene_3,0.03536067892503536,1
gene_4,0.03536067892503536,1
gene_5,0.03536067892503536,1
gene_6,0.03536067892503536,1
gene_7,0.03536067892503536,1
gene_8,0.03536067892503536,1
gene_9,0.03536067892503536,1
gene_10,0.03536067892503536,1
gene_11,0.03536067892503536,1
gene_12,0.03536067892503536,1
gene_13,0.03536067892503536,1
gene_14,0.03536067892503536,1
gene_15,0.03536067892503536,1
gene_16,0.03536067892503536,1
gene_17,0.03536067892503536,1
gene_18,0.03536067892503536,1
gene_19,0.03536067892503536,1
gene_20,0.03536067892503536,1
gene_21,0.03536067892503536,1
gene_22,0.03536067892503536,1
gene_23,0.03536067892503536,1
gene_24,0.03536067892503536,1
gene_25,0.03536067892503536,1
gene_26,0.03536067892503536,1
gene_27,0.03536067892503536,1
gene_28,0.03536067892503536,1
gene_29,0.03536067892503536,1
gene_30,0.03536067892503536,1
gene_31,0.03536067892503536,1
gene_32,0.03536067892503536,1
gene_33,0.03536067892503536,1
gene_34,0.03536067892503536,1
gene_35,0.03536067892503536,1
gene_36,0.03536067892503536,1
gene_37,0.03536067892503536,1
gene_38,0.03536067892503536,1
gene_39,0.03536067892503536,1
gene_40,0.03536067892503536,1
gene_41,0.03536067892503536,1
gene_42,0.03536067892503536,1
gene_43,0.03536067892503536,1
gene_44,0.03536067892503536,1
gene_45,0.03536067892503536,1
gene_46,0.03536067892503536,1
gene_47,0.03536067892503536,1
gene_48,0.03536067892503536,1
gene_49,0.03536067892503536,1
gene_50,0.39225233998809717,0
gene_51,0.1470444074110381,0
gene_52,0.19371502367628066,0
gene_53,0.1088020890001088,0
gene_54,0.37972547254725475,0
gene_55,0.28052805280528054,0
gene_56,0.5030990903968445,0
gene_57,0.13027618551328818,0
gene_58,0.06188118811881188,0
gene_59,0.13027618551328818,0
gene_60,0.4284082254379284,0
gene_61,0.15896085021346174,0
gene_62,0.03536067892503536,0
gene_63,0.39225233998809717,0
gene_64,0.4907818368043701,0
gene_65,0.33823258102207737,0
gene_66,0.13027618551328818,0
gene_67,0.19371502367628066,0
gene_68,0.37416532350909515,0
gene_69,0.36003600360036,0
gene_70,0.06188118811881188,0
gene_71,0.23388165588212362,0
gene_72,0.03536067892503536,0
gene_73,0.3992334717342702,0
gene_74,0.4229066122692671,0
gene_75,0.4971208417912921,0
gene_76,0.24930550609017738,0
gene_77,0.4907818368043701,0
gene_78,0.4082882515055629,0
gene_79,0.38503850385038507,0
gene_80,0.4929518375566371,0
gene_81,0.4082882515055629,0
gene_82,0.39225233998809717,0
gene_83,0.06188118811881188,0
gene_84,0.32487623762376233,0
gene_85,0.23388165588212362,0
gene_86,0.47095417506352405,0
gene_87,0.46204620462046203,0
gene_88,0.5030990903968445,0
gene_89,0.5030990903968445,0
gene_90,0.06188118811881188,0
gene_91,0.22136359977461162,0
gene_92,0.15896085021346174,0
gene_93,0.2419414873818209,0
gene_94,0.38503850385038507,0
gene_95,0.3492680556399198,0
gene_96,0.22136359977461162,0
gene_97,0.24930550609017738,0
gene_98,0.28052805280528054,0
gene_99,0.24930550609017738,0
gene_100,0.27695077200027696,0
gene_101,0.03536067892503536,0
gene_102,0.29120559114735,0
gene_103,0.03536067892503536,0
gene_104,0.45509035208453585,0
gene_105,0.15896085021346174,0
gene_106,0.4521000045210001,0
gene_107,0.2419414873818209,0
gene_108,0.4229066122692671,0
gene_109,0.1470444074110381,0
gene_110,0.06188118811881188,0
gene_111,0.1088020890001088,0
gene_112,0.24930550609017738,0
gene_113,0.30147245493780145,0
gene_114,0.1088020890001088,0
gene_115,0.1088020890001088,0
gene_116,0.45509035208453585,0
gene_117,0.4167508587593453,0
gene_118,0.087361677344205,0
gene_119,0.28052805280528054,0
gene_120,0.4229066122692671,0
gene_121,0.03536067892503536,0
gene_122,0.504950495049505,0
gene_123,0.28052805280528054,0
gene_124,0.03536067892503536,0
gene_125,0.087361677344205,0
gene_126,0.42676681461249566,0
gene_127,0.4929518375566371,0
gene_128,0.1470444074110381,0
gene_129,0.03536067892503536,0
gene_130,0.37416532350909515,0
gene_131,0.4038561750911933,0
gene_132,0.4038561750911933,0
gene_133,0.2062706270627063,0
gene_134,0.06188118811881188,0
gene_135,0.15896085021346174,0
gene_136,0.4284082254379284,0
gene_137,0.504950495049505,0
gene_138,0.37416532350909515,0
gene_139,0.03536067892503536,0
gene_140,0.4082882515055629,0
gene_141,0.2419414873818209,0
gene_142,0.31332247148765513,0
gene_143,0.45509035208453585,0
gene_144,0.4797836611855018,0
gene_145,0.03536067892503536,0
gene_146,0.2062706270627063,0
gene_147,0.23388165588212362,0
gene_148,0.32487623762376233,0
gene_149,0.24930550609017738,0
gene_150,0.4284082254379284,0
gene_151,0.30147245493780145,0
gene_152,0.087361677344205,0
gene_153,0.03536067892503536,0
gene_154,0.03536067892503536,0
gene_155,0.504950495049505,0
gene_156,0.37972547254725475,0
gene_157,0.38503850385038507,0
gene_158,0.03536067892503536,0
gene_159,0.5030990903968445,0
gene_160,0.4284082254379284,0
gene_161,0.5030990903968445,0
gene_162,0.4521000045210001,0
gene_163,0.4284082254379284,0
gene_164,0.31332247148765513,0
gene_165,0.4521000045210001,0
gene_166,0.42676681461249566,0
gene_167,0.29120559114735,0
gene_168,0.434048144150908,0
gene_169,0.06188118811881188,0
gene_170,0.1088020890001088,0
gene_171,0.46204620462046203,0
gene_172,0.434048144150908,0
gene_173,0.4082882515055629,0
gene_174,0.4929518375566371,0
gene_175,0.1470444074110381,0
gene_176,0.5030990903968445,0
gene_177,0.504950495049505,0
gene_178,0.36003600360036,0
gene_179,0.15896085021346174,0
gene_180,0.087361677344205,0
gene_181,0.44367644311600973,0
gene_182,0.2419414873818209,0
gene_183,0.44899838821091415,0
gene_184,0.4971208417912921,0
gene_185,0.5030990903968445,0
gene_186,0.37972547254725475,0
gene_187,0.17523876281433454,0
gene_188,0.37416532350909515,0
gene_189,0.2062706270627063,0
gene_190,0.03536067892503536,0
gene_191,0.45509035208453585,0
gene_192,0.4038561750911933,0
gene_193,0.38503850385038507,0
gene_194,0.03536067892503536,0
gene_195,0.37416532350909515,0
gene_196,0.1470444074110381,0
gene_197,0.3992334717342702,0
gene_198,0.1088020890001088,0
gene_199,0.48640235202559556,0
gene_200,0.4907818368043701,0
gene_201,0.28052805280528054,0
gene_202,0.06188118811881188,0
gene_203,0.4167508587593453,0
gene_204,0.4521000045210001,0
gene_205,0.2062706270627063,0
gene_206,0.03536067892503536,0
gene_207,0.087361677344205,0
gene_208,0.4038561750911933,0
gene_209,0.29120559114735,0
gene_210,0.42676681461249566,0
gene_211,0.06188118811881188,0
gene_212,0.2633242047609016,0
gene_213,0.44899838821091415,0
gene_214,0.15896085021346174,0
gene_215,0.28052805280528054,0
gene_216,0.24930550609017738,0
gene_217,0.03536067892503536,0
gene_218,0.4971208417912921,0
gene_219,0.17523876281433454,0
gene_220,0.2633242047609016,0
