,pvals_adj,spatially_variable
gene_0,0.1394061093758982,1
gene_1,8.450583550316406e-72,1
gene_2,1.2824057170204866e-44,1
gene_3,1.7624242153765298e-15,1
gene_4,6.579178666249406e-40,1
gene_5,4.061519007116944e-24,1
gene_6,2.2813088420355988e-70,1
gene_7,4.429477917220232e-17,1
gene_8,1.3496032729784117e-27,1
gene_9,2.084744168111304e-53,1
gene_10,1.7174611351071916e-35,1
gene_11,4.086127839052331e-25,1
gene_12,6.5132956292168564e-09,1
gene_13,3.4281107043864074e-47,1
gene_14,1.1267252013467927e-41,1
gene_15,2.595416532168963e-37,1
gene_16,1.6022404022839918e-28,1
gene_17,2.2156062268858624e-08,1
gene_18,6.241572014570201e-73,1
gene_19,8.606260458383412e-53,1
gene_20,1.2141987367975747e-30,1
gene_21,5.467446355113663e-58,1
gene_22,3.2753477301340386e-45,1
gene_23,9.374430264239407e-79,1
gene_24,4.496113947986236e-33,1
gene_25,5.020748136569002e-05,1
gene_26,3.153007121346379e-47,1
gene_27,0.0009438074219858119,1
gene_28,4.389347090035142e-34,1
gene_29,2.313196112477538e-10,1
gene_30,2.4599645309821916e-44,1
gene_31,1.7556074872614829e-65,1
gene_32,2.2522744536409906e-103,1
gene_33,9.787245687403667e-83,1
gene_34,3.8088196840667867e-60,1
gene_35,2.1010871147096724e-21,1
gene_36,3.6123233950415533e-37,1
gene_37,6.315959534773365e-89,1
gene_38,1.080031606077713e-91,1
gene_39,2.1554239663472288e-51,1
gene_40,4.5538814851805485e-56,1
gene_41,6.17466141432242e-38,1
gene_42,2.432815060657162e-106,1
gene_43,8.715754472353645e-86,1
gene_44,2.4341393305213876e-15,1
gene_45,1.4615537548515295e-23,1
gene_46,1.790627817139265e-54,1
gene_47,3.181086533611332e-77,1
gene_48,5.447130028846435e-28,1
gene_49,1.5073715184606512e-67,1
gene_50,0.44279091481757327,0
gene_51,0.4804524741209658,0
gene_52,0.020176626294705357,0
gene_53,0.31895977829381145,0
gene_54,0.4256505482650206,0
gene_55,0.5518178030599574,0
gene_56,0.5381572270397876,0
gene_57,0.3307352230603715,0
gene_58,0.6396856773109423,0
gene_59,0.08513862009880162,0
gene_60,0.6865364706526251,0
gene_61,0.345169073957748,0
gene_62,0.6661470518209077,0
gene_63,0.6695800162836438,0
gene_64,0.33010819941236114,0
gene_65,0.23752402454433974,0
gene_66,0.6960373291034653,0
gene_67,0.7584625887750437,0
gene_68,0.3414336013258969,0
gene_69,0.44279091481757327,0
gene_70,0.7377778356763487,0
gene_71,0.803421039291633,0
gene_72,2.2844200154241043e-06,0
gene_73,0.2582481613674083,0
gene_74,0.3307352230603715,0
gene_75,0.31148884201584176,0
gene_76,0.6386954891173717,0
gene_77,0.23752402454433974,0
gene_78,0.24755123150701733,0
gene_79,0.6661470518209077,0
gene_80,0.45810224483732537,0
gene_81,0.6960373291034653,0
gene_82,0.005262102457710079,0
gene_83,0.8131179236854157,0
gene_84,0.4581389695314359,0
gene_85,0.6293073117262463,0
gene_86,0.7724558245756945,0
gene_87,0.7861691000985485,0
gene_88,0.28711372354105696,0
gene_89,5.9195216880436483e-08,0
gene_90,0.4817446828454145,0
gene_91,0.19161015745188698,0
gene_92,0.7002048339803787,0
gene_93,0.31070486325753466,0
gene_94,0.4369981994571062,0
gene_95,0.21539946937863266,0
gene_96,0.656960574538349,0
gene_97,0.8121827577880993,0
gene_98,0.6661470518209077,0
gene_99,0.757071050323865,0
gene_100,0.21539946937863266,0
gene_101,0.6960373291034653,0
gene_102,0.25319032881560977,0
gene_103,0.7629747299610157,0
gene_104,0.23752402454433974,0
gene_105,0.45810224483732537,0
gene_106,0.5507473112449627,0
gene_107,0.33014861951492297,0
gene_108,0.5381572270397876,0
gene_109,0.4387913387500223,0
gene_110,0.09965113920728609,0
gene_111,0.4540033331885168,0
gene_112,0.7476346566418444,0
gene_113,0.2351593168374573,0
gene_114,0.25855236036395945,0
gene_115,0.3307352230603715,0
gene_116,0.32474351807118124,0
gene_117,0.36738313591819516,0
gene_118,0.31381620675642924,0
gene_119,0.6960373291034653,0
gene_120,0.39409544242183925,0
gene_121,0.7898429060844455,0
gene_122,0.7063398524375136,0
gene_123,0.12770579451291453,0
gene_124,0.657292841465117,0
gene_125,0.13269778083148492,0
gene_126,3.500895735341513e-05,0
gene_127,0.19804316840080158,0
gene_128,0.7002048339803787,0
gene_129,0.6410747918132418,0
gene_130,0.8257607448729417,0
gene_131,0.21539946937863266,0
gene_132,0.657292841465117,0
gene_133,0.610473443522248,0
gene_134,0.6293073117262463,0
gene_135,0.7612513604024254,0
gene_136,0.12928384897217482,0
gene_137,1.899808297767473e-12,0
gene_138,0.8390535714022873,0
gene_139,0.31653265960481997,0
gene_140,0.4837300511958562,0
gene_141,0.4374615541937031,0
gene_142,0.655844335879785,0
gene_143,0.19328336551848177,0
gene_144,0.3228575515517985,0
gene_145,0.11252019004345495,0
gene_146,0.5806923764603407,0
gene_147,3.3911154673901374e-06,0
gene_148,0.36738313591819516,0
gene_149,0.33014861951492297,0
gene_150,0.30040226321168806,0
gene_151,0.6169647493583942,0
gene_152,0.5532853552786965,0
gene_153,0.30040226321168806,0
gene_154,0.44279091481757327,0
gene_155,4.499492774225045e-10,0
gene_156,0.44279091481757327,0
gene_157,0.3740890051896915,0
gene_158,0.18753011682555515,0
gene_159,0.12311555751776991,0
gene_160,0.5381572270397876,0
gene_161,0.8326877937388376,0
gene_162,0.18753011682555515,0
gene_163,0.5050569049235308,0
gene_164,0.5589794192698274,0
gene_165,0.5353530026253684,0
gene_166,0.3336434519005888,0
gene_167,1.4190016337836043e-09,0
gene_168,4.011349391596201e-10,0
gene_169,0.006856765833000529,0
gene_170,0.6695800162836438,0
gene_171,0.30118698472349226,0
gene_172,0.7612513604024254,0
gene_173,0.08053335379325655,0
gene_174,0.2112778157660979,0
gene_175,0.8608398773664785,0
gene_176,0.44921785690726923,0
gene_177,0.009842381757128198,0
gene_178,0.4256505482650206,0
gene_179,0.6830452622071393,0
gene_180,0.252221534856344,0
gene_181,0.3336434519005888,0
gene_182,0.21013821936421298,0
gene_183,0.6897940500713451,0
gene_184,0.2397839919931781,0
gene_185,0.3307352230603715,0
gene_186,0.657292841465117,0
gene_187,0.11894997154208643,0
gene_188,0.040391457796801034,0
gene_189,0.6368895864294685,0
gene_190,0.00199924841038528,0
gene_191,0.610473443522248,0
gene_192,2.858139334234335e-10,0
gene_193,0.5408188013050392,0
gene_194,0.6830452622071393,0
gene_195,0.8402881259164271,0
gene_196,0.03620484708842258,0
gene_197,0.9045131715233977,0
gene_198,0.24324046201765012,0
gene_199,0.19144115506522985,0
gene_200,0.8402881259164271,0
gene_201,0.3148948504486799,0
gene_202,0.2687896252976746,0
gene_203,0.30040226321168806,0
gene_204,0.5532853552786965,0
gene_205,0.345169073957748,0
gene_206,0.44279091481757327,0
gene_207,0.8402881259164271,0
gene_208,0.42677279485191544,0
gene_209,0.14936458431028407,0
gene_210,0.8608398773664785,0
gene_211,0.003172990266294109,0
gene_212,0.7612513604024254,0
gene_213,0.5304750772272873,0
gene_214,0.7064261553476409,0
gene_215,0.5616997787078613,0
gene_216,0.017165767402339816,0
gene_217,0.33755803263825956,0
gene_218,1.3875360845733394e-14,0
gene_219,0.4387913387500223,0
gene_220,0.1744102874844324,0
gene_221,0.6661470518209077,0
gene_222,0.500769381992995,0
gene_223,0.13997706694008547,0
gene_224,0.53557583577012,0
gene_225,0.44279091481757327,0
gene_226,0.3307352230603715,0
gene_227,0.30750499422726507,0
gene_228,0.6225701330903625,0
gene_229,0.09140890151753206,0
gene_230,0.5038160410792238,0
gene_231,0.08685701246687663,0
gene_232,0.10025794101269314,0
gene_233,0.4581389695314359,0
gene_234,0.7329195670802962,0
gene_235,0.6207933962946142,0
gene_236,0.7612513604024254,0
gene_237,0.051875384051063025,0
gene_238,0.36738313591819516,0
