,pvals_adj,spatially_variable
gene_0,2.809548226595119e-49,1
gene_1,6.337512112481925e-89,1
gene_2,2.837886927408477e-21,1
gene_3,2.238997382734577e-53,1
gene_4,2.840160342409917e-107,1
gene_5,3.187847816626884e-45,1
gene_6,1.4592353336286581e-69,1
gene_7,2.004274894332904e-39,1
gene_8,5.5343106177382886e-36,1
gene_9,3.2011595180870927e-42,1
gene_10,4.416211156122031e-72,1
gene_11,8.773675778000148e-88,1
gene_12,8.883675588692703e-104,1
gene_13,9.803032670079517e-55,1
gene_14,1.7850513990011255e-46,1
gene_15,9.330946403891856e-72,1
gene_16,2.5012059682996067e-27,1
gene_17,1.0032159825475842e-43,1
gene_18,9.713304990677074e-84,1
gene_19,3.239379532190374e-33,1
gene_20,1.5373742673887404e-15,1
gene_21,4.0294942636397176e-45,1
gene_22,1.577367945319122e-22,1
gene_23,3.7113270612738793e-53,1
gene_24,2.092451855043735e-37,1
gene_25,1.369487973341795e-63,1
gene_26,0.20388225498438858,1
gene_27,4.447302640294016e-30,1
gene_28,2.8291398544977512e-83,1
gene_29,7.8236683650124e-16,1
gene_30,1.3503936673803754e-07,1
gene_31,4.134531973833596e-18,1
gene_32,1.8735153297995267e-31,1
gene_33,1.4128998378099992e-14,1
gene_34,1.059593789063603e-58,1
gene_35,2.420884597429465e-42,1
gene_36,7.46448738496804e-121,1
gene_37,4.033333726208343e-74,1
gene_38,3.214708634634648e-16,1
gene_39,2.350803447900923e-56,1
gene_40,1.0003921132730904e-100,1
gene_41,1.296726898414645e-31,1
gene_42,3.598059700631741e-81,1
gene_43,2.757750217160127e-19,1
gene_44,1.1134984730660672e-58,1
gene_45,3.1286745392565247e-77,1
gene_46,2.258480081243673e-63,1
gene_47,2.096342628035878e-22,1
gene_48,4.540991432573586e-19,1
gene_49,2.268552627910409e-15,1
gene_50,0.41809809865691877,0
gene_51,0.7137897137583387,0
gene_52,0.016927499339577434,0
gene_53,0.36717958614080787,0
