,pvals_adj,spatially_variable
gene_0,9.589975126163076e-12,1
gene_1,2.3949889814148456e-51,1
gene_2,8.829036984532739e-62,1
gene_3,0.014615438331638354,1
gene_4,1.373762328390116e-67,1
gene_5,1.4747890408751945e-42,1
gene_6,5.922663426237889e-69,1
gene_7,8.946188673463148e-42,1
gene_8,0.039198081929160446,1
gene_9,3.116304488372905e-49,1
gene_10,0.0003466685280295155,1
gene_11,8.215085193455009e-72,1
gene_12,6.369761945302133e-16,1
gene_13,2.0270599477812822e-20,1
gene_14,1.7971446871935492e-105,1
gene_15,3.7520267412544757e-29,1
gene_16,9.600685691667981e-10,1
gene_17,1.0877317063081486e-42,1
gene_18,1.0108739887200084e-41,1
gene_19,3.6375216091703354e-59,1
gene_20,0.005835790054609121,1
gene_21,1.1308671274229963e-20,1
gene_22,5.301579376026562e-76,1
gene_23,0.08056750128262699,1
gene_24,1.4370820805436977e-25,1
gene_25,4.172972785522192e-40,1
gene_26,1.2641677770165838e-29,1
gene_27,0.001339447918947783,1
gene_28,2.534706006102319e-35,1
gene_29,3.1980999359766258e-28,1
gene_30,9.587642496398133e-80,1
gene_31,1.6815852094077364e-25,1
gene_32,3.6870078225704244e-28,1
gene_33,3.32167254702552e-68,1
gene_34,9.276772034131693e-47,1
gene_35,1.0908885116828203e-06,1
gene_36,1.1624430020277074e-17,1
gene_37,2.2470183943226737e-06,1
gene_38,1.2159665457780547e-59,1
gene_39,6.90282214454325e-08,1
gene_40,5.454835510127649e-47,1
gene_41,5.06053534655186e-22,1
gene_42,9.213358349985605e-26,1
gene_43,1.987771882605749e-33,1
gene_44,0.0741373596619972,1
gene_45,3.2809495305428735e-05,1
gene_46,3.3531033099066877e-41,1
gene_47,7.553920048530703e-76,1
gene_48,5.7447803110694e-39,1
gene_49,7.596365315473703e-77,1
gene_50,0.9184905796172832,0
gene_51,0.9887394738552879,0
gene_52,0.845655968087808,0
gene_53,0.45909622004996314,0
gene_54,0.0925069505180281,0
gene_55,0.1485190095556095,0
gene_56,0.2440344423464184,0
gene_57,0.35656624707227547,0
gene_58,0.011625579667853403,0
gene_59,0.9184905796172832,0
gene_60,0.755834601720601,0
gene_61,0.1485190095556095,0
gene_62,2.4789751499530217e-07,0
gene_63,0.8570556519167635,0
gene_64,0.025287501774763833,0
gene_65,0.09794843600777059,0
gene_66,0.5624985010330283,0
gene_67,0.7559305312814286,0
