,pvals_adj,spatially_variable
gene_0,1.2464453889358332e-88,1
gene_1,7.224310269530335e-23,1
gene_2,2.1382176803169005e-20,1
gene_3,6.619577819489946e-62,1
gene_4,1.3082616502396066e-72,1
gene_5,1.3111873893319323e-16,1
gene_6,3.905425788167235e-33,1
gene_7,3.025222960722666e-70,1
gene_8,4.038454936615983e-59,1
gene_9,3.754551845555144e-120,1
gene_10,1.6344268065235455e-31,1
gene_11,5.393893803882096e-106,1
gene_12,3.765333353583843e-73,1
gene_13,1.530815873499586e-75,1
gene_14,1.729747086952683e-71,1
gene_15,3.3748057726393764e-43,1
gene_16,1.3607301530662148e-70,1
gene_17,3.3875281618519405e-68,1
gene_18,2.1542577496443363e-60,1
gene_19,2.0556049328709281e-25,1
gene_20,9.145608090911212e-58,1
gene_21,5.306860778820893e-74,1
gene_22,8.580949462375049e-17,1
gene_23,1.9394898570639196e-68,1
gene_24,8.54998534291714e-26,1
gene_25,4.340453989790482e-105,1
gene_26,1.3111775747467912e-08,1
gene_27,8.565340437340787e-59,1
gene_28,5.205152180982779e-112,1
gene_29,4.9844002237643536e-31,1
gene_30,0.002524103626391451,1
gene_31,3.765333353583843e-73,1
gene_32,1.936822660776894e-18,1
gene_33,2.480585149831585e-13,1
gene_34,5.335894565908309e-60,1
gene_35,2.2700400921676137e-40,1
gene_36,9.665305987786126e-28,1
gene_37,4.6354720867494835e-82,1
gene_38,2.9647884644753973e-14,1
gene_39,1.9099568881741295e-93,1
gene_40,6.011302028787493e-74,1
gene_41,4.916623440843435e-28,1
gene_42,1.729747086952683e-71,1
gene_43,1.2769797506927185e-83,1
gene_44,2.7676304998866175e-32,1
gene_45,5.110253933101971e-35,1
gene_46,3.820943332771615e-73,1
gene_47,3.3107598056844284e-09,1
gene_48,1.9167312599832258e-13,1
gene_49,4.654032001651169e-93,1
gene_50,0.15581501870103637,0
gene_51,0.8641722436832132,0
gene_52,0.7930991324247044,0
gene_53,0.2841192351685751,0
gene_54,0.17645914748403088,0
gene_55,0.22476068696200402,0
gene_56,0.2911045265181935,0
gene_57,0.48753184882749195,0
gene_58,0.48367849470019075,0
gene_59,0.21788869036125827,0
gene_60,0.15968099965960428,0
gene_61,0.34323439453606486,0
gene_62,0.585421769716882,0
gene_63,0.6792140906914585,0
gene_64,0.5943376450093671,0
gene_65,0.2526177435797224,0
gene_66,0.139426629706345,0
gene_67,0.7335841088839414,0
gene_68,0.6668917280153045,0
gene_69,0.4874095206377156,0
gene_70,0.04277149959453099,0
gene_71,0.5127852602720826,0
gene_72,0.014034516539602856,0
gene_73,0.15968099965960428,0
gene_74,0.21009924994434837,0
gene_75,0.1280256441819424,0
gene_76,0.06302411954254923,0
gene_77,0.20129222301819372,0
gene_78,0.8692418267274987,0
gene_79,0.3240176941254306,0
gene_80,0.7322402791081501,0
gene_81,0.1501079669685897,0
gene_82,0.6007968551930514,0
gene_83,0.24069711896315854,0
gene_84,0.263193148488238,0
gene_85,0.10457595172761563,0
gene_86,0.48118770212243456,0
gene_87,0.3158981201717208,0
gene_88,0.5488744763972018,0
gene_89,0.2841192351685751,0
gene_90,0.7657519374801076,0
gene_91,0.21079596879561,0
gene_92,0.4159164437026289,0
gene_93,0.47274527052559223,0
gene_94,0.3158981201717208,0
gene_95,5.4693921452399405e-09,0
gene_96,0.12112934381177366,0
gene_97,0.029432428035491426,0
gene_98,0.0420356339171902,0
gene_99,0.6758302632975856,0
gene_100,0.5425653963444079,0
gene_101,0.5985580152035889,0
gene_102,0.37484343007519155,0
gene_103,0.4626132523646697,0
gene_104,0.28142569889202523,0
gene_105,0.15968099965960428,0
gene_106,0.5759411483823347,0
gene_107,0.6123649325352764,0
gene_108,0.24656987676420208,0
gene_109,0.190901526260191,0
gene_110,0.017862634452236636,0
gene_111,0.42089472460936195,0
gene_112,0.3802235978831346,0
gene_113,0.06876296923641118,0
gene_114,0.7270372459987097,0
gene_115,0.6758302632975856,0
gene_116,0.39315551397761256,0
gene_117,0.31990114903217115,0
gene_118,0.147359701639525,0
gene_119,0.15324248717906616,0
gene_120,0.15579801803869306,0
gene_121,0.48367849470019075,0
gene_122,0.4863571154966081,0
gene_123,0.0703567249019,0
gene_124,0.029796901362150956,0
gene_125,0.3497454046810892,0
gene_126,0.500935554192792,0
gene_127,0.45655035127658156,0
gene_128,0.18165501269411308,0
gene_129,0.0004571784716833129,0
gene_130,0.5744545472589514,0
gene_131,0.2258812411127971,0
gene_132,0.3620757413311186,0
gene_133,0.08175921839857872,0
gene_134,0.15324248717906616,0
gene_135,0.49105914853043675,0
gene_136,0.37907197506064855,0
gene_137,0.30641977790985464,0
gene_138,0.5744545472589514,0
gene_139,0.5935602594635226,0
gene_140,0.6047084973533708,0
gene_141,0.474232767756175,0
gene_142,0.2726709971401677,0
gene_143,0.8376006061686911,0
gene_144,0.20903726951244125,0
gene_145,0.06054268793311529,0
gene_146,0.16473054767746526,0
