,pvals_adj,spatially_variable
gene_0,5.836986081976318e-22,1
gene_1,1.953055885907694e-23,1
gene_2,9.039696151066481e-05,1
gene_3,8.826046627569973e-30,1
gene_4,0.00017774869646813225,1
gene_5,1.2413853562770273e-14,1
gene_6,0.6233111182642678,1
gene_7,5.432551644202171e-05,1
gene_8,0.3114496255712687,1
gene_9,6.941877229102997e-05,1
gene_10,7.186309409689266e-31,1
gene_11,1.1850376004362546e-12,1
gene_12,3.625417211629155e-11,1
gene_13,3.2416743558461512e-15,1
gene_14,1.0906712963328867e-110,1
gene_15,2.0482399550673336e-26,1
gene_16,0.03130485323580096,1
gene_17,6.693697692063483e-44,1
gene_18,0.6233111182642678,1
gene_19,4.313128989357207e-44,1
gene_20,0.0012091231130122956,1
gene_21,2.276975267918786e-70,1
gene_22,2.4762053470278364e-91,1
gene_23,0.855741604911049,1
gene_24,3.649772509296469e-98,1
gene_25,5.0237404822586925e-46,1
gene_26,0.015252241829753207,1
gene_27,1.3038077516502414e-58,1
gene_28,0.5684127396082702,1
gene_29,1.5901895744515942e-53,1
gene_30,3.177777230147604e-20,1
gene_31,1.106319252579753e-36,1
gene_32,4.4297617421838587e-60,1
gene_33,0.1840426770632159,1
gene_34,6.914393771707773e-68,1
gene_35,1.8809135182766281e-13,1
gene_36,4.878447280950066e-23,1
gene_37,2.0663856694028873e-05,1
gene_38,0.012655289350958077,1
gene_39,3.60401307077388e-24,1
gene_40,3.325360988277489e-08,1
gene_41,1.1850376004362546e-12,1
gene_42,1.2720437034725623e-104,1
gene_43,2.554131621040876e-61,1
gene_44,0.00843954646542443,1
gene_45,1.5453006113415157e-30,1
gene_46,7.185541580980353e-08,1
gene_47,4.637116933144496e-22,1
gene_48,2.2434578243830563e-12,1
gene_49,0.0030346909812834725,1
gene_50,0.6253169999665602,0
gene_51,0.9392577028685568,0
gene_52,0.5698231951020793,0
gene_53,0.41432367111873336,0
gene_54,0.7023053640668488,0
gene_55,0.7023053640668488,0
gene_56,0.7225377524360161,0
gene_57,0.3022127282821818,0
gene_58,0.09260408993816961,0
gene_59,0.4443967744297446,0
gene_60,0.3518307150725025,0
gene_61,0.7585938479966383,0
gene_62,0.4785685097785239,0
gene_63,0.7105395910670216,0
gene_64,0.3518307150725025,0
gene_65,0.7023053640668488,0
